,book_id,recommendation_score,num_pages,publication_year,similar_books
4092,2349065,0.42799960536586246,383.0,2008.0,"['2052991', '13637141', '12946120', '17403043', '436629', '295982', '1728161', '2260330', '600543', '17675048', '6241577', '16091542', '3936134', '4347955', '7176209', '20484682', '6034058', '2175461']"
4093,16131832,0.4702958866201472,,2012.0,"['12174312', '15730445', '15832300', '20653339', '15795746', '12499290', '20987583', '16006282', '9127479', '11983748']"
4094,1033528,0.43181666204958047,240.0,2007.0,"['111312', '698601', '110595', '476503', '1089486', '2473585', '1246752', '836062', '3234424', '279610', '942982', '122123', '397202', '578731', '2706564', '96674', '2575503', '661715']"
4095,9634035,0.44740653520617657,383.0,,"['9765460', '10764828', '10841301', '9957514', '10385629', '8312989', '8431461', '7294543', '9099130', '7830973', '7443986', '11802599', '6348465', '9691496', '8327838']"
4096,536520,0.45332137346604784,350.0,2006.0,"['242305', '291889', '152185', '290437', '874977', '426945', '507502', '1356240', '176333', '3356979', '7161772', '6625356', '6931390', '362888', '473870', '7193686', '11806282', '489822']"
4097,102287,0.5059739383508014,471.0,1984.0,"['60134', '92803', '129073', '2216760', '106334', '8658529', '712134', '409808', '1000526', '21544670', '1261885', '113111']"
4098,6375794,0.4578146326021467,272.0,2009.0,"['429497', '18520619', '7882217', '1072170', '47511', '24233', '486787', '924046', '401454', '27997995', '861986', '4827', '22291642', '7116458', '17672033']"
4099,15723286,0.6605893573681585,310.0,2013.0,"['14781171', '15790846', '13327471', '13085609', '5623269', '20385060', '13503445', '13096191', '17262144', '14896828', '15793208']"
4100,12891555,0.44014082951279476,387.0,2012.0,"['12779838', '11996192', '11776582', '9652412', '12905583', '12988019', '9490468', '12925631', '12009478', '10661603', '13343818', '9736493', '13562334', '6676768', '16141658', '7094592', '11541470', '16130218']"
4101,12024430,0.5547964796919787,288.0,2013.0,"['16045088', '13112921', '29502206', '15739649', '13132403', '12144569', '12260608', '16065555', '15852498', '12361754', '13260536', '13446537', '15715844', '12617286', '13515233', '12446780', '16081758', '6064034']"
4102,7963752,0.4014250229179158,376.0,2010.0,"['1743390', '2834214', '3755301', '5867814', '2422837', '287886', '2873356', '3819453', '2853929', '6326889', '5495243', '5505328', '6609552', '6213802', '3873328', '17881333', '6321718', '1351108']"
4103,9065265,0.6421451721308528,369.0,2011.0,"['84158', '61823', '84176', '6593451', '6933479', '11512713', '11178774', '7641961', '6294553', '7997987', '6593385', '10802904', '9760895', '7114042', '8150317']"
4104,31741417,0.4280113473310859,,2016.0,"['25446343', '28448239', '25566671', '28220892', '15797848', '25446297', '24485589', '27414431', '23510085', '28524058', '18054071', '24915310', '28818314', '30256248', '23566896', '29385546', '28374007', '20799109']"
4105,16106444,0.4727964049215858,280.0,2012.0,"['18111043', '13484689', '17969425', '9591244', '18338679', '25640609', '18686190', '23204587', '22538749', '11838217', '18718570', '17263724', '12387745', '16094966']"
4106,10428229,0.4524368769044296,335.0,2011.0,"['7402393', '8161632', '7747064', '6710476', '7823600', '8529230', '6600807', '6448470', '6261522', '6380822', '8534899', '8664283', '6740756', '7234801', '8109130', '5843145', '10224627', '7242757']"
4107,11709245,0.4355038671748356,10.0,2011.0,"['18139978', '8348904', '1128964', '13542616', '13539191', '6631527', '11402002', '6295541', '325750', '7094635', '429890', '9653291']"
4108,18046472,0.4095133467181742,426.0,2013.0,"['22668215', '18596482', '18221489', '25891602', '19167813', '20349895', '23129133', '19059682', '17451299', '17376521', '18046442', '17208764', '17984518', '32487649', '19315163', '15772328', '22444972', '18218377']"
4109,23274805,0.3857173536036541,228.0,2014.0,"['7187184', '438134', '8488164', '21927520', '15826687', '99573', '898760', '291572', '15768596', '29851645', '8530540', '640136', '26038869', '1242761', '6615599', '16031568', '12411943']"
4110,26802894,0.4568672805161147,400.0,2016.0,"['23495112', '23253083', '25036395', '26114463', '23203252', '22909838', '26074185', '24934065', '27190613', '15993203', '24396880', '28114396', '28449207', '22428707', '28448239', '23367270', '23281690', '22718701']"
4111,2354522,0.426511424585997,251.0,2008.0,"['80252', '3422254', '22886631', '5941143', '8607765', '18643877', '17829061', '3744599', '250785', '18682784', '18143948', '1056540', '6376233', '4343683', '1824432', '2325070', '548158', '9999460']"
4112,29379137,0.3890754337724297,156.0,2016.0,"['28265683', '26191059', '28561399', '23149265', '25917348', '1621062', '29418832', '30623337', '23566419', '29481185', '29635743', '23667769', '25358726', '25362591', '17155532', '17875101', '25311292', '24160895']"
4113,7198023,0.4648206158830092,298.0,2010.0,"['13147687', '6867484', '10772828', '2276934', '6412843', '1156936', '10339851', '7091314', '7877758', '12821542', '7219564', '2181092', '12015094', '7264409', '549870', '13509', '2251961', '12088860']"
4114,12392681,0.6095528508185135,424.0,2012.0,"['6582496', '10799644', '12814594', '8198773', '944555', '1335568', '12887497', '13235961', '6993091', '920795', '432879', '9626382', '11487807', '12393566']"
4115,17261185,0.5274779627224038,400.0,2013.0,"['13226456', '27352123', '22753873', '12954633', '3226971', '11889677', '17280122', '16075911', '6609623', '13348331', '16002017', '8805112', '15927529', '18152865', '10426130', '13556068', '18340124', '15828780']"
4116,17261183,0.5856818546689364,248.0,2013.0,"['15716291', '15841790', '13129136', '878180', '80171', '6998617', '15894052', '15792851', '8103702', '5550882', '12666103', '15793709', '16059657', '17465485', '13034008', '28963596', '17324133', '18107099']"
4117,13062080,0.4884085689273132,262.0,2012.0,"['10345642', '12846479', '13037689', '9816077', '9720766', '6740756', '10552965', '12680993', '8982561', '9064899', '13170035', '8627927', '8567502', '11418574', '11838803', '12146537', '12882267', '12270931']"
4118,10890463,0.6030880751121318,260.0,2012.0,"['10508192', '13170035', '12146537', '9526658', '10025007', '10814946', '10120780', '11451287', '18194555', '12513514', '3326897']"
4119,892971,0.48906491035202604,159.0,1993.0,"['1269216', '249593', '1336820', '1011490', '259598', '25269', '491435', '252205', '793012', '888410', '646730', '827373', '562794', '24300']"
4120,13501564,0.36453638664070737,272.0,2012.0,"['12033463', '13447878', '13455572', '13232892', '19368253', '15795038', '2610263', '12562451', '12969619', '11957608', '13594690', '1045544', '11721960', '12000034', '9685579', '13513071', '12582784', '13118807']"
4121,3744599,0.4059821823825666,480.0,2008.0,"['6718790', '1626836', '7833105', '6535218', '1525768', '8302103', '7739887', '6455061', '6376522', '6973671', '7739310', '19145465', '412831', '16075607', '58', '2024173']"
4122,1895792,0.6491718547153453,520.0,2007.0,"['263172', '6289938', '6011147', '3365630', '601369', '8428157', '6917952', '3054684', '6424184']"
4123,454575,0.42683832406465444,182.0,2004.0,"['122071', '2049298', '1216187', '6609845', '3078291', '14742023', '2328028', '9452280', '6095419', '23623826', '100477', '925959', '6165721', '363428', '13613281', '6361822', '590752']"
4124,7235532,0.49614826277187085,,2010.0,"['6736971', '10790277', '55398', '12499290', '1166599', '2315892', '15790883', '133664', '8752885', '2890090']"
4125,7235533,0.818105632934521,1007.0,2010.0,"['6736971', '10790277', '55398', '12499290', '1166599', '2315892', '15790883', '133664', '8752885', '2890090']"
4126,9702148,0.35756560202348775,287.0,2010.0,"['8562584', '9180145', '9570156', '25350122', '12422629', '6547697', '11702955', '9317067', '9431702', '17698252', '25215400', '8409017', '8805925', '10521962', '12039371', '13042766', '10920730', '24258050']"
4127,248760,0.5252315170742651,336.0,2003.0,"['5812', '222133', '39987', '843550', '1073574', '164', '1105093', '333103', '237364', '1230853', '225706', '1088704', '387627', '8565270', '15512', '975119', '597251', '17924']"
4128,1228406,0.4912361109150232,,2007.0,"['4495481', '6514476', '535570', '136839', '613384', '1477864', '2332389', '363036', '345966', '378346', '1372179', '7993133', '13501564', '2304317', '9716855', '10800859']"
4129,140260,0.5468885668767185,292.0,2005.0,"['102137', '1369202', '185636', '6333225', '6605233', '7912998', '6234428', '10066399', '1806507', '8547207', '6922360', '8129662', '362021', '351262', '346278', '6471678', '332754', '9519738']"
4130,18668056,0.583879936264005,493.0,2014.0,"['20307078', '18332010', '18077836', '18079596', '18635085', '17219052', '18222716', '17846771', '18085469', '20980662', '18651970', '18667913', '17934459', '18762479', '18301308', '18885674', '14289259', '21839074']"
4131,20697410,0.6484384084687739,442.0,2015.0,"['23168809', '20256261', '22055280', '15773979', '15704459', '22886612', '17901125', '15790894', '23129080', '23626921', '17855756', '10387413', '18054017', '23168817', '20697413', '22055283', '23995290', '20764879']"
4132,8816415,0.5252693404022611,607.0,2010.0,"['121822', '13833', '590325', '295107', '493124', '7243142', '4543142', '4556058', '59264', '28251', '28195', '7976', '95914', '59715', '963508', '38486', '9705899', '587582']"
4133,6968828,0.3699203417912866,525.0,2010.0,"['6593423', '10825477', '7786771', '7405143', '13247714', '17971485', '22477069', '18490849', '2866538', '23510370', '698346', '9280057', '6719241', '17565903', '12476631', '3437324', '18843502', '7163859']"
4134,12410324,0.5946406860199371,346.0,2012.0,"['13097681', '13181901', '12977172', '13487029', '10552965', '12081827', '10578952', '12922364', '9396162', '13233397', '10635806', '12569468', '27353499', '13149420', '13055748', '13367528', '12971630', '35534215']"
4135,202061,0.514655007413588,612.0,2003.0,"['153215', '185290', '558651', '1140216', '22712', '28674', '661395', '209497', '282948', '363187']"
4136,2873356,0.543619858614977,554.0,2009.0,"['3026012', '12990480', '357091', '2457867', '876315', '7104357', '6377125', '3873328', '13612011', '15465639', '6527841', '6326889', '5927554', '6064034', '2584352', '6406675', '6659536', '3463179']"
4137,21509333,0.42134275388362147,240.0,2014.0,"['12322502', '13280255', '20299673', '16130592', '18693705', '18490727', '424609', '6425115', '18143294', '15799389', '23471830', '15727928', '21549317', '23719342', '13243807', '17910103', '22668771', '106786']"
4138,6648020,0.6163521650366037,309.0,2010.0,"['7316440', '6920820', '8529230', '6516627', '6508352', '11418574', '5648871', '7737852', '7230309', '7896141', '8428050', '6658573', '8715032', '6963749', '8373527', '5843145', '6703198', '7823600']"
4139,6477931,0.4972376537092687,283.0,,"['7865840', '1292314', '160964', '9205766', '17262149', '7960890', '18950880', '6240758', '18404320', '7011653', '18090094', '249832', '22898', '807108', '21855279', '919275', '9458380', '4567115']"
4140,17987869,0.45691338573907103,358.0,2013.0,"['18734990', '23848023', '26177275', '24470600', '293474', '26120302', '16162038', '15802942', '25024487', '23148279', '1283802', '293472', '15798788', '293527', '6394387', '15799394', '22079941', '23848192']"
4141,12268318,0.4621041109131966,510.0,2011.0,"['575101', '1666365', '17229745', '15748098', '11797285', '13398193', '25867970', '18885553', '13450292', '23846', '30163993', '17726470', '25106515', '22360830', '27171931', '15822515', '218756', '11477714']"
4142,1281165,0.43577588126028055,433.0,1983.0,"['939740', '49838', '845489', '359272', '234489', '22877', '435415', '803599', '939284', '694362', '1501279', '209691', '263021', '834518', '826525', '836964', '941146', '243859']"
4143,28055271,0.4254578646698198,5.0,2015.0,"['22466277', '13414871', '16068956', '22295304', '21494581', '23346358', '17453303', '25665016', '24039396', '23603939', '24721702', '23395680', '17900792', '25241551', '20308537', '25663382', '20500616', '17264824']"
4144,1012343,0.49199760567371587,304.0,2004.0,"['11503860', '7180320', '6764806', '2332389', '1188025', '294378', '7507946', '2892833', '8576517', '744322', '512444', '6052011', '1535258', '366743', '947148']"
4145,28799,0.506375710868777,439.0,,"['717977', '232102', '198581', '384355', '13920', '450449', '47955', '1320107', '19481404', '18872201', '450695', '1022209', '232022']"
4146,1137327,0.4815924964439846,11.0,2005.0,"['1326258', '140077', '35729', '30123413', '11260526', '9376345', '6421588', '7239607', '1388813', '263171', '13641721', '10428848', '1895792', '2802316', '6202690', '30244']"
4147,33641215,0.4237199282211119,,2016.0,[]
4148,7092308,0.49000221785228765,230.0,2010.0,"['6376578', '5508951', '8621466', '11721960', '6681206', '2113443', '15714677', '6871358', '8581147', '2584424', '6303855', '6760760', '8259362', '6538701', '6415619', '13000453', '362902', '12974951']"
4149,4193454,0.4675646329227289,320.0,2009.0,"['2285970', '1523112', '17336078', '7490420', '2026866', '17999522', '18002897', '298458', '6345021', '1020145', '297190', '12403479', '8522794', '6424373', '13399343', '658170', '983811', '737412']"
4150,7966168,0.45581504751288354,263.0,2011.0,"['299081', '264919', '16084799', '6346213', '13538703', '299129', '22238188', '207107', '9919139', '572121', '11228145', '173270', '100611', '15792851', '11251545', '32330768', '806787']"
4151,91475,0.7216004983026003,,,"['104766', '13542616', '12700306', '1421978', '1128964', '6782468', '9785225', '9879129']"
4152,6950499,0.4740385525998093,227.0,2010.0,"['5133932', '7597665', '13547152', '2602613', '11904255', '974778', '47315', '7313049', '714568', '2457149', '3364322', '13547231', '7168592', '7026', '7738230', '293426', '667776']"
4153,11478192,0.5008975047615765,10.0,2011.0,"['13515995', '10376272', '13060029', '14289693', '10424976', '10491360', '23340233', '16032900', '11860446', '11082349', '9995927', '13606659', '24357633']"
4154,771225,0.4573486372576327,352.0,2007.0,"['1540890', '936776', '2139956', '3121124', '8277486', '16249277', '2258216', '3080647', '179177', '25533809', '2078017', '3475054', '13147687', '8525631', '25607562', '1338872']"
4155,7713851,0.4857537398310513,363.0,2010.0,"['9685397', '9638837', '7094585', '7553944', '6366368', '7685237', '21453217', '10643556', '7095666', '10583186', '10575508', '7404829', '7846377', '9094324', '8460077', '7927971', '5895600', '11114576']"
4156,6397097,0.4099666686841641,224.0,2009.0,"['2893703', '6477991', '6620473', '327702', '437766', '3551831', '11178567', '7793985', '3358796', '6437884', '12071140', '11468378', '914516', '6658685', '1275728', '108031', '1294378', '6203055']"
4157,13499365,0.41758757466652935,192.0,2012.0,"['13572214', '13294746', '18931220', '18219521', '12129021', '13432313', '13485625', '16149635', '13497398', '11422831', '17156824', '13323380', '13648992', '22031129', '15731796', '13416481', '8553735']"
4158,12086690,0.6192744284056885,16.0,2011.0,"['13515995', '13484974', '13299211', '20412484', '16159713', '96151', '12483818', '8182126', '17861762', '13182968', '87219']"
4159,12170420,0.4592010104406492,251.0,2012.0,"['13590600', '13547231', '11046072', '17368237', '12719349', '15814441', '689225', '25810156', '12982439', '13262797', '21813486', '8739826', '1751409', '406402']"
4160,13589131,0.44855976918517076,304.0,2012.0,"['15814500', '17332422', '740744', '3610689', '650125', '17155787', '16059302', '21415813', '7234748', '12925395', '15711279', '11850834', '22291642', '13513409', '12988004', '6892626', '16074843', '2422837']"
4161,9307674,0.6850658279179807,328.0,2012.0,"['6275767', '10065348', '13262797', '833332', '10221341', '11046072', '12814582', '12822875', '6798289', '10315753', '17195831', '7592279', '11254850', '8435445', '2193329']"
4162,10165727,0.6694299833295922,593.0,2011.0,"['6527841', '13042766', '6989576', '10345489', '13480258', '10816908', '7124053', '25351256', '8069828', '12009173', '8884616', '13055748', '34733250', '13351300', '13409145', '963508', '11058320', '8013391']"
4163,12414417,0.4407909957640399,348.0,2011.0,"['7935214', '8555202', '16282967', '12770672', '17563783', '23176116', '12768392', '30304560', '22691264', '23153256', '13338887', '20618053', '8305689', '18459857', '16111373', '1982076', '13152142']"
4164,7802254,0.6696855786602504,277.0,2011.0,"['2246941', '7804289', '10165210', '6987426', '7352840', '9581001', '8850140', '6540270', '7954556', '9565574', '8434922', '8513841', '3556419', '11929939']"
4165,6304756,0.5091741611243569,256.0,2009.0,"['220604', '294925', '129350', '1955063', '2168992', '417379', '3145473', '180914', '774354', '614618', '8128581', '603918', '126790', '2865043', '549333', '9410006', '192857']"
4166,23251880,0.4883132639463972,426.0,2014.0,"['23164106', '9339392', '11102457', '13147661', '7914008', '22924864', '15831815', '7746320', '32575169', '18619780', '15330405', '11027591', '20811584', '23484561', '22889281']"
4167,16059463,0.4193036844844341,272.0,2013.0,"['12373911', '17190380', '13152078', '440459', '580323', '9242789', '14958250', '751920', '4495481', '17286789', '23281804', '13413437', '17675470', '25330', '20702017', '8089200', '15927529', '8725930']"
4168,15746527,0.5947255069639689,568.0,2013.0,"['8501304', '8709526', '8069828', '13049981', '11864728', '13547956', '13115995', '12977172', '15822336', '12995284', '16007855', '17849112', '10814946', '8820045', '9662386', '13643567', '11454587', '9671126']"
4169,13007632,0.470621034102732,639.0,2012.0,"['4117865', '811161', '2942523', '7022843', '400924', '478951', '6616466', '2930018', '8432418', '3314369']"
4170,2927126,0.5213796745395026,304.0,,"['2970898', '459700', '3873356', '2853929', '1091692', '58', '7863668', '2929794', '2298960', '8098587', '876315', '3306877', '6681614', '1228841', '26212', '6937156', '3472820', '2873356']"
4171,312250,0.4336826444615555,256.0,2006.0,"['905469', '794091', '4713104', '872761', '920228', '1902011', '708526', '58891', '1044500', '1743513', '55463', '107573', '1105183', '580898', '1657831', '2580579', '1079962', '1026223']"
4172,6416903,0.623933671086637,431.0,2011.0,"['6386479', '7704979', '6780439', '394749', '8139160', '7159016', '7091426', '13546438', '6064646', '101914', '565595', '6295148', '6483519']"
4173,22055276,0.5675975738832439,368.0,2015.0,"['26114545', '23281789', '12814333', '22456980', '26114130', '23943137', '22162129', '23444482', '23704941', '27158850', '17751274', '25819519', '18309415', '18490533', '23601046', '23848192', '20642659', '22238181']"
4174,10429045,0.7743055580274596,338.0,2011.0,"['10637748', '11112619', '12908877', '13253276', '14743784', '12924275', '13049981', '8542996', '12792988', '13581990', '10677277', '9182478', '9413044', '13449858', '10188580', '12987192', '12924253', '11544466']"
4175,349596,0.409417936538652,328.0,2007.0,"['11307', '2771426', '2093204', '394237', '547847', '7967563', '6905548', '360737', '9951114', '7658462', '1033527', '671039', '17464884', '8851151', '614750', '1389416', '18599852', '2873356']"
4176,2794955,0.6200647012124697,350.0,2008.0,"['3479', '3942622', '50756', '6583205', '46486', '293616', '5830325']"
4177,727800,0.6182450650196678,439.0,1999.0,"['104088', '127584', '253058', '219205', '68455', '7980', '7345', '91989', '60141', '65641', '187065', '29187', '13667', '371787', '73928', '7968', '68396', '61994']"
4178,16000235,0.4840543954204715,704.0,2013.0,"['2501001', '6340149', '2900018', '12219380', '16006214', '1005760', '303276', '2349331', '140134', '943259', '26141905', '499957', '499050', '284089', '24150', '4013202', '2564589', '13241551']"
4179,23719368,0.43939621439224164,384.0,2015.0,"['20790777', '22105019', '24885878', '24885734', '23310214', '24903914', '24934636', '28259112', '25685479', '24336400', '17465737', '18296902', '24951698', '18301308', '21469109', '23846071', '18077836', '25271792']"
4180,96460,0.5134896613174671,400.0,,"['24865', '721679', '127583', '222514', '238964', '847786', '504384', '489415', '148285', '84562']"
4181,6061728,0.384658139431497,676.0,2008.0,"['16122274', '16170177', '18043841', '8845853', '958263', '13551716', '10779157', '8591275', '8691969', '184874', '12563196', '1012351', '3558726', '9404901', '118889']"
4182,8559047,0.72253810193547,308.0,2011.0,"['13120490', '8786358', '10165210', '15980001', '10184345', '11476593', '17563080', '10290243', '9565574', '7942786', '8100979', '7109044']"
4183,7668731,0.3856725205984729,244.0,2010.0,"['9851280', '13118807', '8597919', '9144810', '10562004', '295866', '15840662', '2194393', '13796791', '222220', '7145577', '8520290', '1234812', '104923', '9369699', '13369083', '3011688']"
4184,263549,0.49786755863199306,302.0,2007.0,"['4772386', '9998730', '216215', '9373995', '8622338', '264139', '89709', '263464', '8305839', '3168038', '3313983', '6721385', '215616', '3098357', '89706', '196783']"
4185,12390040,0.4309133897312158,366.0,2015.0,"['25395582', '16099589', '26538150', '28070357', '24376689', '20507375', '22463521', '36271679', '30320387', '22077289', '18757501', '28963596', '15937716', '33302995', '18428149', '17667054']"
4186,17332218,0.7938380809495761,1087.0,2014.0,"['17608111', '12652457', '11100431', '2890090', '9268487', '22055280', '18138189', '23346335', '12395241', '8447255']"
4187,26404831,0.5006767064998313,335.0,2016.0,"['23310749', '20799109', '17571270', '25578558', '25446343', '25174874', '7737814', '23784978', '26218626', '18269365', '23008469', '22471545', '28821387', '12923534', '26625494', '27245910', '22909838', '32498439']"
4188,23281944,0.6249897201351227,307.0,2015.0,"['15811646', '2534306', '22056827', '23006161', '13218195', '20746383', '18775220', '15812779', '568680', '15808485', '24453097', '20893315', '17667009', '15818156', '29087051', '22668771', '18281997', '18273949']"
4189,21798470,0.4647226260203723,270.0,2014.0,"['26164334', '20360041', '25033448', '26538150', '22864600', '21570244', '28455004', '17888623', '22391592', '18691009', '22480658', '25289065', '23249950', '20438715', '29808279', '29417253', '22838892']"
4190,28078289,0.5299607319601636,266.0,2016.0,"['25302199', '32872456', '26093656', '30044001', '25092129', '28937797', '25982508', '21849118', '16004008', '27395268', '32470593', '29599632', '15780372', '28220758', '29244564']"
4191,15706309,0.40388539495426046,328.0,2012.0,"['17236852', '13547687', '18111020', '16000948', '4567536', '20489142', '16048485', '13606659', '13092963', '13017390', '6588656', '14289063', '15745229', '15728681', '11193959', '15732946', '10629328', '13517589']"
4192,176327,0.6844942107851528,284.0,2005.0,"['488450', '472392', '364662', '7327326', '538838', '1575453', '512447', '12969560', '361587', '2422837', '295265', '12814582', '7249522', '2091315', '7825557', '290992', '563310', '10886703']"
4193,176326,0.6395079765118997,320.0,2006.0,"['539112', '12768', '555500', '2842138', '2422837', '606926', '6281385', '563309', '38971', '293426', '148782']"
4194,3379051,0.5661187311633991,247.0,,"['3472820', '1318894', '3649147', '398479', '6550815', '5985683', '2929794', '6412843', '3328803', '8069816', '81042', '6543755', '6461779', '3817859', '3754898']"
4195,17571671,0.5721486927570615,381.0,2013.0,"['15837539', '16158553', '12620445', '17333269', '12958042', '15765529', '16065477', '16078492', '17211803', '17566969', '15833153', '10094969', '13547481', '15710492', '16059404']"
4196,15995188,0.5529098666016576,294.0,2013.0,"['319644', '784911', '6366110', '176326', '2159225', '203659', '2836109', '286136', '831194', '2157243', '6582080', '5972040', '215540', '7939759', '3393124', '103983', '744320', '3392898']"
4197,2195178,0.4894400716339484,400.0,2008.0,"['2436617', '2192272', '7598522', '6276214', '753141', '3300863', '8488164', '8144399', '6237416', '5200548', '81042', '819418', '503156', '6314019', '7278720', '2998611', '4056634', '729033']"
4198,7923183,0.4704051847364873,324.0,,"['9676166', '13487008', '526797', '9677446', '10473713', '16056422', '12519614', '13542962', '537833', '15808412', '8474746']"
4199,715058,0.5256665943003038,224.0,1999.0,"['7040868', '375108', '1554931', '5319', '6757375', '274868', '93818', '3802', '326194', '1074337', '413470', '1123535', '875078', '7331', '2190568', '3098796', '281220', '1482810']"
4200,14758840,0.3891939491191065,352.0,2014.0,"['22706854', '13627371', '17458379', '18656526', '18487178', '18469401', '20645263', '20544236', '17739459', '17824861', '20741155', '18170598', '18624950', '23522332', '12152446', '18624069', '13339167']"
4201,304306,0.5690272713648123,403.0,,"['143727', '295654', '266607', '2218252', '199786', '17005', '7179686', '8299165', '13929', '60510', '1948904', '13414810', '5505328', '161887', '153800', '566825', '477338', '53132']"
4202,1780124,0.4638711765582606,192.0,2005.0,"['1029143', '6518753', '6704296', '664167', '760474', '2436899', '133924', '10548966', '15793167', '903304', '7092508', '744709', '7327318', '1255985', '17343404', '17265260', '6629792', '1973254']"
4203,6298470,0.48646898954151163,370.0,2010.0,"['14501560', '6553209', '2775759', '121813', '1240035', '5557651', '1726737']"
4204,12399257,0.5202511612583693,578.0,2012.0,"['7268509', '8133077', '1373490', '9595650', '8029972', '6672129', '16072988', '8496901', '7683254', '7962335']"
4205,17836528,0.49337740117154116,218.0,2013.0,"['18306044', '12937815', '13450162', '17664919', '17277938', '16116067', '17560444', '13257637', '17790521', '17447826', '17376220', '17158800', '17278462', '16051788', '13494086', '17557576', '17737211', '16287785']"
4206,13420904,0.5315291671930819,302.0,2013.0,"['16000990', '7244827', '13706866', '16160069', '16147985', '15801607', '9285458', '8494564', '12414234', '16116259', '15801605', '15871589', '13261281', '16000985', '12697251', '13546961', '13548127', '13123333']"
4207,18160307,0.46700867919830436,240.0,2013.0,"['19034959', '17612590', '25598811', '12937815', '25618840', '17307611', '17881599', '22090495', '23198528', '17725880', '21523076', '757726', '22324882', '23386983', '18187737', '18308072', '25223397', '24526846']"
4208,2234033,0.5263113335431804,253.0,,"['2957856', '102848', '736391', '6376256', '556795', '327684', '620750', '1607756', '734115', '109785', '819789']"
4209,17828166,0.5855384952187188,400.0,2014.0,"['9275148', '7830973', '15873053', '11491781', '93481', '18046744', '18995221', '17159943', '30332667', '13552286', '3827338', '22051230', '1344129', '17155972', '22084923', '28100917', '20821265', '16116032']"
4210,8173813,0.42399633657051006,6.0,2010.0,"['6330979', '9205766', '7114381', '8538883', '5556595', '7960890', '9643875', '6240758', '17262149', '165818', '6477931', '16158528', '21855279', '9777134', '5941079']"
4211,18006134,0.47566423701255584,458.0,2013.0,"['17237161', '1257271', '11289356', '10822397', '15714476', '11431896', '11262609', '12569468', '13578466', '17315926', '31408308', '33384153', '17149158', '13419891', '12835220', '9765207', '7965123']"
4212,20946333,0.46349461644759066,260.0,2014.0,"['16080837', '20648137', '17188539', '986005', '18458480', '15838900', '20887916', '15841589', '17454593', '18051365', '17668437', '8225495', '13483233', '23622166', '14287483', '17735596', '20431728']"
4213,20821363,0.46668638320862976,293.0,2014.0,"['16250940', '9879129', '18374882', '20579053', '6607799', '11475567', '17910066', '23590296', '20499240', '11500077', '13101795', '25635416', '6323514']"
4214,932782,0.43827310209573717,365.0,2001.0,"['92003', '7345', '2330', '7336', '978772', '3704042', '21063', '40995', '11870160', '562253', '23662', '174948', '92016', '1550100', '13624', '143226', '7333']"
4215,295086,0.6738955349335722,,2005.0,"['7026', '58085', '121878', '428039', '52863']"
4216,7193686,0.48458813563403946,307.0,2010.0,"['6611074', '7094635', '1823237', '11961115', '11552090', '2142543', '9653291', '2915837', '975638', '6295541', '15784263', '228916', '2822861', '10836790', '9561876', '9573469', '150932']"
4217,1543965,0.4887187696219446,439.0,,"['62319', '2336321', '519663', '7044446', '3430165', '10557809', '6286042', '6277068', '6289933', '8562021', '7242960', '9635098', '2276595', '6087903', '6895179', '1349639']"
4218,208174,0.5652726139177559,338.0,2007.0,"['1662589', '3858072', '6555008', '3671826', '1723246', '1380345', '489718', '74010', '5531637', '7268509', '6465697', '7193686', '3113386', '6782468']"
4219,16057050,0.4926124805580258,400.0,2013.0,"['18339495', '17905477', '17451238', '17278000', '17382820', '18234479', '18305515', '15762085', '15985396', '18404912', '16144852', '18077234', '18111107', '19329367', '15719338', '18337820', '30836833', '16248748']"
4220,32071039,0.44479248376097924,384.0,2017.0,"['342445', '10596', '32627', '77232', '19580', '36321', '452157', '11557', '10092', '400906']"
4221,23795267,0.4263848925018425,306.0,2015.0,"['23130282', '28233317', '1630497', '24896872', '22673667', '25953603', '24466321', '21813486', '29522500', '29088544', '20573482', '15833842', '25750114', '35238325', '17972985', '6136585', '18006247', '16046507']"
4222,8585830,0.4944372299068255,,,"['10399536', '8345521', '12466577', '13650355', '12048035', '7670714', '6618187', '7031835', '8712426', '8665892', '7735329', '9221532', '8641129', '8116153', '12475931', '14139278', '10508775', '7995207']"
4223,25823950,0.48122925635806696,456.0,,"['14061704', '22714031', '24020710', '26208028', '25437624', '20564056', '18622531', '23157497', '27043692', '25226854', '25737416', '23587614', '20881401', '25361559', '26092157', '25268635', '26047972']"
4224,1555398,0.5444238189769014,,,"['398331', '6601859', '7171096', '1295004', '237020', '22473452', '13187904', '23481300', '501051', '17558802', '4953254', '16176799', '3124932', '18136786', '9491707']"
4225,3122173,0.6403175888176585,310.0,2008.0,"['84158', '61823', '2444135', '84176', '2423981', '6593451', '3585344', '7715664', '387061', '6135576']"
4226,150932,0.44616929942845024,256.0,2006.0,"['640795', '7846222', '3257173', '1038897', '6971315', '880461', '512412', '6557167', '91101', '510807', '2003738', '1245012', '986598', '385287', '1662589', '4073514', '150003', '1909']"
4227,738228,0.4483696004317921,307.0,2002.0,"['127581', '673252', '127583', '127582', '13986', '61894', '289150', '24865']"
4228,12544993,0.4316096253973481,208.0,2012.0,"['948090', '11594370', '4862337', '140006', '13513409', '15814500', '11850834', '14759306', '6393179', '577552', '2422837', '12825820', '13152107', '7107790']"
