,book_id,genres
7148,1810286,"['fantasy', 'paranormal', 'romance', 'fiction', 'history', 'historical fiction', 'biography']"
7149,1811543,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
7150,1813172,"['fiction', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography', 'children', 'young-adult']"
7151,1814387,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children']"
7152,1814843,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'history', 'historical fiction', 'biography', 'children', 'romance']"
7153,1814961,"['romance', 'fiction', 'fantasy', 'paranormal']"
7154,1818287,"['fantasy', 'paranormal', 'young-adult', 'children', 'fiction', 'romance', 'mystery', 'thriller', 'crime']"
7155,1819013,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'young-adult']"
7156,1820174,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult']"
7157,1821816,"['fantasy', 'paranormal', 'comics', 'graphic', 'romance', 'young-adult', 'fiction']"
7158,1822316,"['fantasy', 'paranormal', 'comics', 'graphic', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult']"
7159,1822612,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'romance']"
7160,1823237,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime']"
7161,1824432,"['fantasy', 'paranormal', 'fiction', 'children', 'young-adult']"
7162,1826195,"['fantasy', 'paranormal', 'comics', 'graphic', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime']"
7163,1828067,"['fiction', 'romance', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime']"
7164,1829655,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance']"
7165,1829709,"['young-adult', 'fantasy', 'paranormal', 'fiction', 'romance', 'mystery', 'thriller', 'crime', 'children']"
7166,1830755,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
7167,1831563,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'children']"
7168,1832894,"['fantasy', 'paranormal', 'fiction', 'romance', 'history', 'historical fiction', 'biography', 'young-adult']"
7169,1832933,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'young-adult', 'children', 'romance']"
7170,1835584,"['fiction', 'mystery', 'thriller', 'crime', 'fantasy', 'paranormal', 'children']"
7171,1839075,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
7172,1840934,"['young-adult', 'fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'romance', 'mystery', 'thriller', 'crime']"
7173,1841361,"['fiction', 'fantasy', 'paranormal', 'romance', 'history', 'historical fiction', 'biography']"
7174,1843531,"['fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography', 'romance']"
7175,1844851,"['fantasy', 'paranormal', 'fiction', 'comics', 'graphic', 'mystery', 'thriller', 'crime', 'children', 'young-adult']"
7176,1847000,"['fantasy', 'paranormal', 'fiction', 'comics', 'graphic', 'mystery', 'thriller', 'crime']"
7177,1851166,"['fantasy', 'paranormal', 'fiction', 'children', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography', 'young-adult']"
7178,1851687,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime']"
7179,1851937,"['fantasy', 'paranormal', 'fiction', 'comics', 'graphic', 'young-adult', 'romance']"
7180,1852521,"['fantasy', 'paranormal', 'fiction']"
7181,1856301,"['fantasy', 'paranormal', 'fiction']"
7182,1857440,"['fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'young-adult']"
7183,1858349,"['romance', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography', 'fiction', 'mystery', 'thriller', 'crime']"
7184,1859553,"['fantasy', 'paranormal', 'fiction']"
7185,1861938,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children']"
7186,1865653,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult']"
7187,1866232,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'romance', 'history', 'historical fiction', 'biography']"
7188,1866352,"['fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction', 'young-adult']"
7189,1871863,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
7190,1879966,"['fiction', 'fantasy', 'paranormal', 'children', 'young-adult', 'mystery', 'thriller', 'crime']"
7191,1885731,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
7192,1886019,"['fantasy', 'paranormal', 'fiction']"
7193,1888214,"['fantasy', 'paranormal', 'non-fiction', 'fiction']"
7194,1890387,"['fantasy', 'paranormal', 'fiction', 'comics', 'graphic']"
7195,1891120,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography']"
7196,1891296,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
7197,1893392,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
7198,1895792,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
7199,1896805,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
7200,1898443,"['fantasy', 'paranormal', 'fiction', 'children', 'young-adult', 'poetry']"
7201,1898882,"['fantasy', 'paranormal', 'comics', 'graphic', 'romance', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult']"
7202,1898916,"['romance', 'fantasy', 'paranormal', 'comics', 'graphic', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime']"
7203,1902381,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
7204,1904217,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
7205,1906381,"['fantasy', 'paranormal', 'non-fiction', 'fiction']"
7206,1911138,"['fantasy', 'paranormal', 'fiction', 'children', 'romance', 'young-adult']"
7207,1911378,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'children', 'young-adult']"
7208,1913178,"['fantasy', 'paranormal', 'children', 'young-adult', 'fiction', 'comics', 'graphic', 'history', 'historical fiction', 'biography']"
7209,1913193,"['fantasy', 'paranormal', 'children', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult']"
7210,1914018,"['fantasy', 'paranormal', 'fiction']"
7211,1918062,"['fantasy', 'paranormal', 'fiction', 'comics', 'graphic']"
7212,1918320,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime', 'comics', 'graphic']"
7213,1918955,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult']"
7214,1920642,"['fantasy', 'paranormal', 'young-adult', 'romance', 'children', 'fiction', 'history', 'historical fiction', 'biography']"
7215,1921383,"['fantasy', 'paranormal', 'romance', 'fiction']"
7216,1921871,"['fiction', 'fantasy', 'paranormal', 'comics', 'graphic', 'romance']"
7217,1925821,"['fantasy', 'paranormal', 'romance', 'fiction']"
7218,1926061,"['romance', 'fantasy', 'paranormal', 'fiction']"
7219,1928597,"['non-fiction', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography', 'fiction']"
7220,1928873,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
7221,1930326,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
7222,1931351,"['romance', 'fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime']"
7223,1931915,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
7224,1932042,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'history', 'historical fiction', 'biography']"
7225,1933444,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
7226,1937288,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'romance']"
7227,1938303,"['fantasy', 'paranormal', 'romance', 'fiction']"
7228,1938308,"['fantasy', 'paranormal', 'fiction', 'comics', 'graphic', 'young-adult']"
7229,1939794,"['fiction', 'fantasy', 'paranormal']"
7230,1942596,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children']"
7231,1947017,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
7232,1947527,"['fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime']"
7233,1950067,"['fantasy', 'paranormal', 'children', 'fiction', 'young-adult']"
7234,1952259,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
7235,1953865,"['fantasy', 'paranormal', 'romance', 'fiction']"
7236,1953965,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'history', 'historical fiction', 'biography', 'children', 'romance']"
7237,1955063,"['fantasy', 'paranormal', 'non-fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'comics', 'graphic', 'fiction']"
7238,1956954,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult']"
7239,1961314,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime', 'romance', 'children']"
7240,1961402,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance']"
7241,1961495,"['fantasy', 'paranormal', 'romance', 'fiction', 'history', 'historical fiction', 'biography', 'young-adult']"
7242,1961496,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime']"
7243,1961516,"['fantasy', 'paranormal', 'romance', 'fiction']"
7244,1965996,"['fantasy', 'paranormal', 'romance']"
7245,1966969,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
7246,1973857,"['fiction', 'fantasy', 'paranormal', 'romance', 'history', 'historical fiction', 'biography', 'young-adult', 'children', 'mystery', 'thriller', 'crime']"
7247,1974134,"['fantasy', 'paranormal', 'fiction', 'comics', 'graphic']"
7248,1975302,"['fantasy', 'paranormal', 'romance', 'fiction']"
7249,1980737,"['fantasy', 'paranormal', 'fiction', 'children', 'young-adult']"
7250,1981412,"['fiction', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography']"
7251,1986297,"['fantasy', 'paranormal', 'fiction', 'children', 'young-adult', 'poetry']"
7252,1986356,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'young-adult']"
7253,1989153,"['fantasy', 'paranormal', 'romance', 'fiction']"
7254,1991184,"['fantasy', 'paranormal', 'fiction', 'comics', 'graphic']"
7255,1993860,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'young-adult']"
7256,1994990,"['fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime']"
7257,1995100,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime', 'children']"
7258,1996409,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
7259,1997428,"['fantasy', 'paranormal', 'romance', 'comics', 'graphic', 'history', 'historical fiction', 'biography', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime']"
7260,1999627,"['fantasy', 'paranormal', 'romance', 'fiction']"
7261,1999849,"['fantasy', 'paranormal', 'comics', 'graphic', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
7262,2003625,"['fantasy', 'paranormal', 'romance', 'fiction']"
7263,2003738,"['fantasy', 'paranormal', 'fiction', 'romance', 'mystery', 'thriller', 'crime']"
7264,2006756,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children', 'romance', 'mystery', 'thriller', 'crime']"
7265,2006757,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime', 'romance']"
7266,2009052,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
7267,2011175,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
7268,2011835,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance', 'history', 'historical fiction', 'biography', 'children']"
7269,2011848,"['fantasy', 'paranormal', 'non-fiction', 'fiction', 'young-adult']"
7270,2012171,"['romance', 'fantasy', 'paranormal', 'fiction']"
7271,2015492,"['fantasy', 'paranormal', 'fiction']"
7272,2016005,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
7273,2019191,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
7274,2020473,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'history', 'historical fiction', 'biography']"
7275,2021006,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children']"
7276,2022976,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
7277,2029361,"['fantasy', 'paranormal', 'comics', 'graphic', 'fiction', 'history', 'historical fiction', 'biography']"
7278,2029736,"['fantasy', 'paranormal', 'fiction', 'romance']"
7279,2029927,"['fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime']"
7280,2033584,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children', 'romance']"
7281,2037808,"['fantasy', 'paranormal', 'comics', 'graphic', 'romance', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
7282,2038010,"['fantasy', 'paranormal', 'children', 'fiction', 'young-adult', 'history', 'historical fiction', 'biography']"
7283,2038020,"['fantasy', 'paranormal', 'children', 'fiction']"
7284,2038677,"['fantasy', 'paranormal', 'children', 'young-adult', 'fiction', 'history', 'historical fiction', 'biography', 'comics', 'graphic']"
7285,2038926,"['fantasy', 'paranormal', 'romance', 'fiction', 'young-adult']"
7286,2039283,"['fantasy', 'paranormal', 'young-adult', 'mystery', 'thriller', 'crime', 'fiction', 'children']"
7287,2041545,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime']"
7288,2042248,"['fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'children']"
7289,2042956,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children']"
7290,2042968,"['fantasy', 'paranormal', 'children', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
7291,2043256,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime']"
7292,2043599,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime']"
7293,2049298,"['fantasy', 'paranormal', 'young-adult', 'children', 'fiction', 'mystery', 'thriller', 'crime']"
7294,2049427,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
7295,2049823,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
7296,2049893,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult']"
7297,2050179,"['romance', 'history', 'historical fiction', 'biography', 'fantasy', 'paranormal', 'fiction']"
7298,2051840,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
7299,2061351,"['fantasy', 'paranormal', 'children', 'fiction', 'young-adult', 'non-fiction']"
7300,2062538,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'romance']"
7301,2065091,"['fantasy', 'paranormal', 'fiction', 'romance', 'history', 'historical fiction', 'biography']"
7302,2068667,"['fiction', 'fantasy', 'paranormal', 'comics', 'graphic', 'mystery', 'thriller', 'crime', 'young-adult']"
7303,2069495,"['fantasy', 'paranormal', 'children', 'fiction']"
7304,2070346,"['fiction', 'fantasy', 'paranormal', 'romance', 'comics', 'graphic', 'young-adult']"
7305,2071683,"['fantasy', 'paranormal', 'fiction', 'romance', 'mystery', 'thriller', 'crime', 'young-adult']"
7306,2072153,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
7307,2072511,"['fantasy', 'paranormal', 'young-adult', 'mystery', 'thriller', 'crime', 'fiction', 'children', 'history', 'historical fiction', 'biography']"
7308,2073480,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'young-adult']"
7309,2073629,"['fantasy', 'paranormal', 'children', 'fiction', 'young-adult']"
7310,2073686,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction', 'children', 'young-adult']"
7311,2075601,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'young-adult', 'children']"
7312,2075778,"['young-adult', 'fantasy', 'paranormal', 'children', 'fiction']"
7313,2078017,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
7314,2079686,"['young-adult', 'fantasy', 'paranormal', 'fiction', 'poetry', 'romance', 'non-fiction']"
7315,2080863,"['fantasy', 'paranormal', 'romance', 'fiction', 'young-adult']"
7316,2081569,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
7317,2083991,"['fantasy', 'paranormal', 'comics', 'graphic', 'fiction', 'children', 'young-adult']"
7318,2086389,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children']"
7319,2090640,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
7320,2091315,"['fantasy', 'paranormal', 'young-adult', 'children', 'fiction', 'history', 'historical fiction', 'biography', 'romance']"
7321,2093204,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'romance', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
7322,2093969,"['fantasy', 'paranormal', 'fiction', 'children', 'young-adult', 'poetry', 'romance']"
7323,2098158,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'history', 'historical fiction', 'biography']"
7324,2102600,"['fiction', 'fantasy', 'paranormal', 'romance', 'young-adult']"
7325,2106193,"['young-adult', 'fantasy', 'paranormal', 'fiction', 'romance', 'mystery', 'thriller', 'crime', 'children']"
7326,2107142,"['romance', 'fantasy', 'paranormal', 'fiction']"
7327,2108198,"['fantasy', 'paranormal', 'fiction', 'children', 'young-adult', 'history', 'historical fiction', 'biography', 'comics', 'graphic']"
7328,2111520,"['fantasy', 'paranormal', 'fiction']"
7329,2111634,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction']"
7330,2112904,"['fantasy', 'paranormal', 'romance', 'fiction', 'young-adult']"
7331,2113260,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult', 'romance']"
7332,2113261,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult', 'romance']"
7333,2113443,"['young-adult', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction', 'romance', 'children']"
7334,2113972,"['fantasy', 'paranormal', 'romance', 'fiction']"
7335,2115046,"['fantasy', 'paranormal', 'fiction', 'romance', 'young-adult', 'mystery', 'thriller', 'crime']"
7336,2116412,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'young-adult', 'children', 'romance']"
7337,2118702,"['fantasy', 'paranormal', 'comics', 'graphic', 'fiction', 'young-adult']"
7338,2120358,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
7339,2120932,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'romance']"
7340,2124106,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children']"
7341,2124206,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'children']"
7342,2124830,"['fiction', 'fantasy', 'paranormal', 'romance', 'young-adult', 'mystery', 'thriller', 'crime']"
7343,2127283,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'romance']"
7344,2132220,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'romance', 'mystery', 'thriller', 'crime']"
7345,2132254,"['fiction', 'fantasy', 'paranormal']"
7346,2132280,"['fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography', 'romance']"
7347,2132429,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography', 'romance']"
7348,2133795,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'romance']"
7349,2133969,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'romance', 'mystery', 'thriller', 'crime']"
7350,2135181,"['fantasy', 'paranormal', 'fiction']"
7351,2136943,"['fantasy', 'paranormal', 'fiction']"
7352,2137538,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction', 'history', 'historical fiction', 'biography', 'young-adult', 'children']"
7353,2138584,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction', 'romance']"
7354,2139956,"['fantasy', 'paranormal', 'fiction', 'romance', 'mystery', 'thriller', 'crime']"
7355,2140775,"['fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction']"
7356,2141877,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
7357,2142543,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction']"
7358,2144899,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
7359,2146957,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
7360,2149535,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
7361,2150466,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult']"
7362,2151356,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
7363,2151424,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
7364,2152871,"['fantasy', 'paranormal', 'romance', 'fiction', 'history', 'historical fiction', 'biography']"
7365,2153427,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'history', 'historical fiction', 'biography', 'children']"
7366,2153792,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'romance']"
7367,2157243,"['fantasy', 'paranormal', 'young-adult', 'mystery', 'thriller', 'crime', 'fiction', 'children']"
7368,2158376,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
7369,2161614,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography']"
7370,2162714,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children']"
7371,2163737,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction', 'young-adult', 'children', 'romance']"
7372,2164409,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
7373,2167829,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
7374,2168860,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult']"
7375,2168861,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography', 'young-adult']"
7376,2169223,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography']"
7377,2169313,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
7378,2170094,"['young-adult', 'fantasy', 'paranormal', 'children', 'fiction']"
7379,2170903,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance', 'children']"
7380,2171498,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'romance']"
7381,2173611,"['fantasy', 'paranormal', 'fiction', 'children', 'young-adult', 'romance', 'mystery', 'thriller', 'crime']"
7382,2174950,"['fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime']"
7383,2175461,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'romance', 'fiction', 'young-adult']"
7384,2177356,"['fantasy', 'paranormal', 'romance', 'fiction', 'history', 'historical fiction', 'biography']"
7385,2179276,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
7386,2181092,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children']"
7387,2181371,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime']"
7388,2183571,"['fiction', 'fantasy', 'paranormal', 'young-adult']"
7389,2184632,"['fantasy', 'paranormal', 'romance', 'history', 'historical fiction', 'biography', 'fiction']"
7390,2185113,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
7391,2185147,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
7392,2187324,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction', 'romance']"
7393,2187538,"['fantasy', 'paranormal', 'fiction', 'romance']"
7394,2189157,"['fantasy', 'paranormal', 'fiction', 'romance', 'mystery', 'thriller', 'crime']"
7395,2190742,"['fantasy', 'paranormal', 'children', 'fiction', 'young-adult']"
7396,2191733,"['fiction', 'fantasy', 'paranormal', 'romance', 'young-adult']"
7397,2192092,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'romance']"
7398,2192340,"['fantasy', 'paranormal', 'fiction', 'children', 'young-adult', 'comics', 'graphic']"
7399,2194051,"['fantasy', 'paranormal', 'comics', 'graphic', 'children', 'fiction', 'young-adult']"
7400,2194861,"['young-adult', 'fantasy', 'paranormal', 'children', 'fiction']"
7401,2195178,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'romance', 'young-adult']"
7402,2195309,"['romance', 'fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime']"
7403,2196178,"['young-adult', 'fantasy', 'paranormal', 'fiction', 'romance']"
7404,2199996,"['fantasy', 'paranormal', 'romance', 'young-adult', 'fiction']"
7405,2200913,"['fantasy', 'paranormal', 'romance', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
7406,2201246,"['young-adult', 'fiction', 'fantasy', 'paranormal', 'children', 'mystery', 'thriller', 'crime']"
7407,2202052,"['fiction', 'romance', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime']"
7408,2203819,"['fantasy', 'paranormal', 'young-adult', 'children', 'fiction', 'history', 'historical fiction', 'biography']"
7409,2204464,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'children', 'history', 'historical fiction', 'biography']"
7410,2208744,"['fantasy', 'paranormal', 'young-adult', 'children', 'romance', 'fiction']"
7411,2208767,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'children', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
7412,2210151,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'romance']"
7413,2213661,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
7414,2214059,"['fantasy', 'paranormal', 'fiction', 'romance']"
7415,2215406,"['fantasy', 'paranormal', 'fiction']"
7416,2216132,"['fiction', 'fantasy', 'paranormal']"
7417,2216760,"['fantasy', 'paranormal', 'fiction']"
7418,2219694,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime', 'children']"
7419,2220889,"['fantasy', 'paranormal', 'fiction', 'romance']"
7420,2223324,"['fantasy', 'paranormal', 'fiction', 'children', 'young-adult', 'non-fiction']"
