,author_id,book_id
738,17062,[30279]
739,17063,"[6739768, 2240429, 30280, 5980747, 1103965, 1103961, 18490727, 9642271, 84156]"
740,17064,"[6986721, 2168861, 357794, 2430731, 6739768, 9840319, 188275, 6082415, 90188, 30280, 313268, 615941, 362926, 507871, 507872, 23659164, 515394, 6314469, 620982, 1405053, 15783718, 1206089, 473926, 3294483, 357788, 13548105, 688560, 614738, 15783725, 10856736, 84158, 1756830, 72625, 62319]"
741,17065,[30280]
742,17082,"[8088201, 592949, 13642647, 770794, 3189901, 30331, 30329, 6509143, 12924153, 6483519, 6976104, 30334, 30335, 30336, 30337, 30332, 30333, 1039182]"
743,17126,"[6285236, 105660, 3350218, 870667]"
744,17152,"[16071824, 10822250, 13108221, 13599888, 20582841, 12944651, 25122002, 15802893]"
745,17216,"[16061340, 25315039, 17349085]"
746,17262,[30764]
747,17264,[30764]
748,17265,[30764]
749,17266,[30764]
750,17355,"[30203, 30205]"
751,17360,[24464590]
752,17370,[22219682]
753,17406,[5422179]
754,17542,[7945295]
755,17595,[16248166]
756,17597,"[5997734, 186870]"
757,17613,"[17910665, 7637398, 18885585, 20341887, 7455727, 6714177, 17702284]"
758,17618,"[299069, 56886, 31486, 366977, 764167, 31481, 31482, 31484, 251862, 662162, 246262, 190388, 2069495, 229489]"
759,17719,"[20897351, 20578964]"
760,17729,"[6057020, 3284028, 8697285, 11019352, 957931, 2941259]"
761,17739,"[320357, 572519, 3395318, 255879, 15802977, 572522, 8546768, 89553]"
762,17740,[31644]
763,17813,[31754]
764,17870,[12585612]
765,17967,"[58972, 26241281, 58978]"
766,18014,[7298656]
767,18015,"[7980210, 293413, 7441947, 836176, 48430, 7441970, 293479, 293446, 293363]"
768,18019,"[32004, 32000]"
769,18022,[32004]
770,18064,[6356046]
771,18105,[704731]
772,18111,"[23460900, 4495481, 4495482, 1691409, 20587574, 825334, 1061388, 340104, 340108, 12551093]"
773,18130,"[11436723, 9663855, 17572846, 7332664, 24611640, 19523941, 15798085, 10859654, 13605603]"
774,18252,[453916]
775,18253,"[620486, 279969, 11196925, 32460, 8038401, 13329252, 2783748, 218637, 218635, 499214, 36320, 13227699, 320700]"
776,18266,[14350]
777,18313,[1612671]
778,18327,"[28109970, 293479]"
779,18341,"[7637398, 11212021]"
780,18351,[3302568]
781,18393,"[774557, 23596, 774571, 774544, 543164]"
782,18409,[25790]
783,18445,"[23214396, 23214393]"
784,18451,"[18160307, 1042367, 1004335, 351023, 545061, 1099466]"
785,18454,"[6528962, 1440965, 9436751, 201546, 201547, 201548, 656939, 1100400]"
786,18520,[7857727]
787,18604,[33155]
788,18684,"[219677, 59389, 23995270, 81130, 54356, 207461, 499485, 7182421, 58891]"
789,18738,[2412493]
790,18791,"[120240, 77999]"
791,18837,[33489]
792,18841,"[9688895, 13590724, 11251546, 13167096, 11060998]"
793,18851,"[1914018, 279508]"
794,18874,[17288633]
795,18879,"[620486, 3546735, 9637907, 17802439, 13590724, 25605109, 8970727, 15798788, 20890556, 6340422, 13572840, 15798453, 11251546, 320700, 24998915]"
796,18880,"[33536, 36609, 2260675, 7851008, 13037542, 16235119]"
797,18882,[244887]
798,18967,"[18371589, 18371588, 13259034, 12052534, 9296389, 11175319, 17334484, 6788767, 7775569, 7199829, 7199828, 9764206]"
799,19005,"[6693729, 33744, 3868437, 6380608]"
800,19006,"[16117036, 6693729, 6380608]"
801,19012,[33744]
802,19157,[23551456]
803,19158,[2354843]
804,19169,"[1391483, 77887]"
805,19291,[12441448]
806,19305,"[28954093, 81042, 15806786, 12377549, 126437, 9466840, 9727730, 15793149, 424609, 27131517, 7637398, 249855, 15793066, 7304345, 6661321, 8038401, 13129274, 920795, 9816552, 13057977, 39746, 39747, 3373828, 22238188, 463033, 250296, 3259963, 13414149, 1788148, 7455727, 98042, 34497909, 10475929, 10575798, 8428157, 7850063, 13227699, 16130663, 6726099, 24998915, 1448631, 3302568, 16108066]"
807,19317,"[218696, 218684, 218683, 218681, 146842, 218670, 218671, 218676, 218677, 34270]"
808,19365,"[249867, 16065751, 13574640, 1008042, 13382321, 4908464, 35321056, 4412, 11915069]"
809,19391,"[13414615, 10798568, 17934795]"
810,19392,[34420]
811,19439,"[149864, 64305, 149847, 533625, 7557548, 116295, 1191527, 833493, 64468, 18090153, 3202026, 233664, 34509, 34508]"
812,19440,"[34540, 78878, 1938308, 596897, 34503, 34509]"
813,19441,"[233674, 64225, 34515, 16127190]"
814,19443,[320700]
815,19472,"[11196925, 662702, 585576, 252589, 13227699]"
816,19475,"[590205, 579527, 590197, 537107, 784086, 537124, 20893537]"
817,19512,[570383]
818,19522,[10559622]
819,19552,"[7989944, 450449]"
820,19558,[72878]
821,19564,"[170970, 810838, 6390465, 454575, 6831917, 6604644, 688191, 357027, 2302479, 17349030, 18171953, 163919, 1931915, 7669259, 13260739]"
822,19651,"[34791, 341735, 876537]"
823,19673,[176846]
824,19710,[34871]
825,19729,"[22370400, 9634035, 30240799, 792152, 1066654, 26800241, 10841303, 8062210, 34901, 225142]"
826,19733,"[613939, 6339053, 11181274, 13546423, 2242097, 7971985, 34908, 3002302]"
827,19819,[7095655]
828,19823,"[10063343, 5585181, 16090084, 536504, 124094, 12532841]"
829,19838,[499181]
830,19879,"[120240, 6254610]"
831,19954,"[6424184, 7148787, 7740064, 770794, 771710, 13546438, 137972, 137970, 7224154, 13547454, 519546, 519548, 5941233, 7775611, 137997, 771712, 138020, 14290023, 84073, 127663, 23613183, 9760071]"
832,19971,"[263178, 318831]"
833,20010,[1906381]
834,20026,[20176552]
835,20030,[17262167]
836,20035,[407224]
837,20058,[510342]
838,20105,[22917]
839,20214,[7933156]
840,20248,"[7428520, 13570854, 24903031, 6652893, 11751163, 18427989, 8723009, 10153069, 25853069, 24994123, 35729, 31356376, 20635583, 25293695, 9542259, 1240662, 13543137, 8829406, 8829407, 8829405, 7046495, 11540581, 17707740, 6289920, 10993282, 16042863, 10755240, 7894402, 18492859, 8548107, 304027, 42900, 10803619, 15815350, 29496208, 6304333, 7828882, 6224877, 6900002, 8492319, 13040826, 2880715, 42898, 42899, 6606305, 22571583, 1925821, 21911707, 1226318, 1226315, 1226316, 1226317, 18079730, 10570236, 6970656, 5098079, 6400712, 18210707, 3262139, 10780042]"
841,20255,"[35736, 1537134]"
842,20295,"[13579397, 7353243, 6374994, 13425505, 13129274, 16248074, 13147230, 16113738, 15715530, 18460044, 13003102, 17167572, 8129662, 16113693, 2111634]"
843,20299,[878037]
844,20331,"[620486, 317474, 498139, 317497, 463078, 320216, 47530]"
845,20432,[371638]
846,20433,"[13129274, 11251546]"
847,20435,"[6539039, 7455727, 320700, 11060998]"
848,20512,"[22219679, 22219680]"
849,20513,"[20758115, 97992, 291729, 67805, 49384, 2253471]"
850,20559,"[1191411, 6150453, 2409564, 76566, 411199]"
851,20560,"[89588, 89583, 339448, 18505823, 168540, 387339, 104348, 104349, 104344, 104342, 567675, 89589, 89582, 89581, 89585, 64701, 104351, 104350, 6940211, 141444, 104362]"
852,20561,"[40372, 5739760, 620486, 15806786, 8160897, 219403, 7978457, 20518868, 219407, 219405, 219402, 3046001, 62544, 62547, 2871256, 475442, 62549, 6367234, 219417, 219416, 219418, 8726518, 62571, 881466, 219412, 18090081, 10866880, 11212021, 62562, 289066, 62552, 62556]"
853,20575,"[63339, 17262247, 6998617, 5086402]"
854,20598,"[63213, 279969, 100085, 164312, 36315, 36320, 68842, 6254610, 847048]"
855,20602,"[6163754, 97526, 1063376, 1063378, 11196925, 60836, 60837, 66655, 66658, 36320, 320700, 636742]"
856,20850,"[510342, 7637398, 13049338]"
857,20936,"[1780124, 37234, 37235, 37238, 790260, 13167808, 6233390, 6663701, 37240, 9858870, 2316941]"
858,20983,"[6177424, 6177425, 2770316, 7790460, 7849903, 7846377]"
859,21070,[25363511]
860,21071,"[6105402, 317539, 317540]"
861,21158,"[126437, 10393851, 12427659, 16145361, 397400, 17910665, 21531492, 18885585, 81039, 739891, 371638, 20299673, 10877155, 141024, 1448631, 17702284]"
862,21184,[1160416]
863,21187,"[7012, 69456]"
864,21198,"[227283, 1603125, 102853, 6357508, 2917251]"
865,21259,[6011268]
866,21347,[118353]
867,21489,[13277796]
868,21517,[13135235]
869,21550,"[7945295, 2282320]"
870,21578,"[295801, 275470, 847048]"
871,21616,"[20706635, 268917, 40081, 27414477, 2889099]"
872,21665,"[38522, 771225, 39622, 490216, 84158, 39624, 39623, 1773616]"
873,21697,"[6611059, 7860794]"
874,21701,"[38564, 6574915, 6574928, 16006945, 13511496, 39346, 7940923, 9306028, 6659778, 22911299, 21937258, 10508192, 18509604, 601369]"
875,21708,[5973711]
876,21748,"[6286042, 6603364, 12119529, 9817275, 8559047, 20765985, 12177832, 17333180, 33541526, 13050840, 22303684, 7294513, 22823730, 15808652, 38619, 7130616, 23340339, 4345498, 18377559, 20957444, 10557809, 10561549, 6266006, 34593153, 21691788, 21857389, 6712343, 7292791, 9633064, 27209399, 11544421, 12993852, 27422533, 6479550, 6329547, 4916680, 1811543, 22668812, 12119496, 13543159, 17333171, 17333174, 16100526, 20263225]"
877,21762,[26727264]
878,21770,"[5220121, 38657, 27840858, 222818, 20518987]"
879,21781,[38675]
880,21911,"[106085, 6267237, 12604973, 23197620, 770794, 27416146, 5280597, 872333, 2753843, 3967980, 7747285, 6382952, 22922172, 7817785, 12902131, 7968653, 9464745, 18296016, 106081, 6908393, 8113940, 33386034, 19661080, 25814583, 17410362, 15818593, 23359992, 9578590, 7031834, 22633620, 15850937, 20893458, 17693680, 7747263]"
881,21912,[5598960]
882,21970,"[948090, 8012287]"
883,21981,"[30283334, 28954137, 770794, 24044140, 16108066, 13583766]"
884,22018,"[151242, 3493019, 100745, 3208948, 258392, 12344319, 258415, 39058, 827394, 39063, 258433]"
885,22042,[39097]
886,22074,[3622537]
887,22123,"[17131858, 24944116]"
888,22159,[25407926]
889,22297,[13624772]
890,22303,"[39672, 17586838]"
891,22369,"[74455, 15808710, 6640559, 8312889, 15725683, 13507498]"
892,22425,[2282320]
893,22475,"[13329252, 2282320]"
894,22490,[830942]
895,22528,"[9756609, 7763145]"
896,22536,[10623784]
897,22542,"[8306741, 30363359, 40159, 40158, 40157, 30363360, 30363361, 10454271, 1082754, 448873, 448872, 1136916, 6527841, 1082753]"
898,22543,"[58068, 180412, 180411, 481550, 1569097, 691995, 2254392, 92718, 92719, 92717]"
899,22545,"[10393851, 397400, 249855, 81039, 4738393, 463033, 739891, 371638, 81038]"
900,22546,"[44328, 438311, 2865290, 566784, 566781]"
901,22547,"[606969, 327945, 463078, 2865290, 7455727, 428854, 363416, 603511, 606935]"
902,22548,"[81042, 70587, 70582, 249855, 1270841, 9816552, 491075, 44328, 140149, 9191899, 70585, 70583, 70581, 20299673, 8428157, 771527]"
903,22549,"[642327, 2865290]"
904,22602,[15838236]
905,22631,"[12377549, 218574, 218572, 6979061, 3259963, 184003, 10575798]"
906,22636,"[6378458, 3303559, 47530]"
907,22645,"[13579397, 491075]"
908,22648,[908296]
909,22649,[7840832]
910,22653,"[609057, 40395]"
911,22716,[6705489]
912,22760,[1338872]
913,22781,"[17572020, 228647, 463078, 32332687]"
914,22993,"[15806786, 126437, 3689171, 10575798, 24998915, 1448631]"
915,22995,[10807218]
916,23001,"[102241, 102248, 279969, 6313798, 561311, 13590724, 57950, 102267, 297387, 430961, 722251, 218716, 36320, 13227699, 771204, 102266]"
917,23012,"[776420, 668714]"
918,23023,"[6676744, 3259963, 9272976]"
919,23069,"[17332287, 92060, 620486, 690949, 126437, 322067, 201991, 11196925, 344935, 6313798, 47580, 7637398, 299758, 7143047, 288132, 271587, 703026, 463376, 463378, 6845909, 60211, 25696314, 17310066, 98042, 845501, 499214, 1455439, 371638, 666601, 10575798, 4395088, 60212, 60213, 60214, 60215, 18596555, 40997, 40996, 40992, 13227699, 92377, 40995, 1448631, 968868, 7022843, 755023, 618260]"
920,23113,"[491075, 552357, 371638]"
921,23120,[11382427]
922,23138,"[86737, 295107, 250026, 7846209, 3169710, 6671653, 3630790]"
923,23144,"[8488204, 11926311, 3302568]"
924,23157,[2251041]
925,23284,"[378366, 378639, 1281165, 41334, 41337, 915341, 1018538, 1169859, 378414]"
926,23379,[6234751]
927,23417,"[510342, 41539, 41536, 41537, 41534, 9994765, 20642659, 10869776, 41538, 2391371, 24781389]"
928,23419,"[1691307, 1079782, 10235919, 29236440, 41541, 239239, 106925, 106924]"
929,23438,[2998611]
930,23503,"[700382, 314254, 263021, 263023]"
931,23561,[138350]
932,23598,[124976]
933,23599,[124976]
934,23613,[44537]
935,23704,"[366086, 15806786, 319260, 19286662, 6313798, 7637398, 39747, 42141, 42144, 42145, 157821, 42140, 2997253, 42143, 42146, 212828, 42147]"
936,23821,[42366]
937,23822,[42366]
938,23892,[303251]
939,23894,"[542608, 6950499, 7933699, 8087051, 5116480, 4051623, 18453111, 352262, 15841027, 16053752, 7795066, 143728, 7939682, 6834864, 10757361, 971239, 1950067, 454600, 7669945, 34455798, 6950498, 2038010, 17368237, 1184366]"
940,23895,[291628]
941,23986,[7970778]
942,24009,"[7114042, 6286042, 42668, 519663, 2336321, 1543965, 10558533, 13107963, 13409405, 12739450, 7864587, 15808710, 10599649, 14896828, 10557809, 13560468, 6357771, 3452981, 7044446, 4916680, 62319, 1066445]"
943,24041,"[1843531, 452304]"
944,24183,"[301001, 88009]"
945,24197,"[25111052, 18090081]"
946,24274,[106666]
947,24403,[8160897]
948,24424,[15842677]
949,24425,[118353]
950,24567,"[23215464, 26198855]"
951,24586,[17707758]
952,24645,[397666]
953,24648,"[43818, 43808]"
954,24655,"[17910665, 21531492, 18885585, 17702284]"
955,24684,[43915]
956,24758,[70746]
957,24818,"[289695, 26113776, 289740, 2011835, 499118, 2801635, 6178354, 44170, 419954]"
958,24827,"[6163754, 263549, 1441722, 6721385, 12643330, 6100790, 263550, 25111052, 2590477, 44190, 7759580, 8488204, 6416702, 3115950]"
959,24830,"[607466, 607437, 7796794, 1685350, 352701, 2497690, 158615, 105657, 667776, 1121430, 607458, 1222817, 1121393, 334012, 607445, 1222807, 1222808, 1222809, 4719340]"
960,24843,[8810098]
961,24901,"[13129274, 44328, 463033, 13262782, 104594, 2865290, 98042, 31372246, 32073069, 13057774, 16130663]"
962,24902,"[13579397, 663871, 81042, 346282, 15806786, 24727571, 22125258, 10393851, 424609, 18770411, 6313798, 2939570, 11545694, 13129274, 44328, 7505560, 12344319, 13329252, 4738393, 463033, 23281612, 577302, 28114552, 66657, 7455727, 98042, 23719342, 66659, 8488204, 10635363, 7945295, 20697444, 13057774, 11926311, 3302568, 13583766]"
963,24953,[120240]
964,24978,"[5228806, 21936862, 3928253, 21900558]"
965,25018,[13588435]
966,25027,"[17976979, 2429973, 8719737, 4254923, 160964, 7455727, 12941033, 13234408, 176332, 176336, 176334, 2282320, 44601, 18665088]"
967,25052,"[1113545, 6520659, 8306745, 11254850, 1691582, 6414013, 6298470, 17244430, 11733900, 8331312, 21950253, 5028912, 6948437, 2146957, 12095951, 2124106, 8614812, 44652, 18051172, 17571274, 784916, 784911, 25205316, 15801381, 7243142, 29563587, 14912430, 17571275, 5217282]"
968,25125,[18667858]
969,25182,[2042968]
970,25205,"[3349088, 3349087, 6022056, 44930, 14623646, 2132429, 2491569]"
971,25251,"[6267775, 13620781]"
972,25268,"[22206705, 66084, 9462664, 13495346]"
973,25307,"[17393102, 395953, 6662436, 515814, 24942688, 10762697, 77197, 77198, 22016387, 10410973, 7011403, 1593623, 22016392, 23582628, 68493, 24698864, 618211, 6662400, 30688013, 25985861, 18658063, 11918442, 6437770, 1072177, 8739264, 8182150, 77563, 12774733, 16244663, 45101, 45102, 25985881, 23157777, 22758617, 13109291, 5473470, 6662414, 395946, 13600356, 7687199, 4703450, 19288321, 11801463, 6437765, 6437768, 9551603, 6550760, 6714177, 771713, 21956219, 18714864, 45109, 45108, 45107, 45106, 45100, 395945, 25452013, 6662349, 23200621, 25985840, 1214422, 27917260, 23019001, 9279710, 7841656, 68487, 68488, 892317, 45110, 45111, 45112]"
974,25334,"[873920, 13408586]"
975,25355,"[6928840, 444331, 13421146, 14759651, 12358349, 28195, 28194, 8835379, 17343391, 21469090, 71366, 71370, 25858039, 248603, 20826544, 762713, 1387252, 127564, 20518884, 71365, 786255, 22350873, 31145176, 12637458]"
976,25376,"[13579397, 7353243, 13129274, 22404710, 98042]"
977,25385,[679364]
978,25421,"[18454480, 277189, 3418156, 277190, 277191, 5989515, 277187, 103386, 7327327, 519048, 2238093, 12156463, 45343, 444304, 12049592, 3940051]"
979,25422,"[16071969, 81042, 13832, 346282, 8288246, 9466840, 277189, 9727730, 7416873, 277190, 277191, 7804123, 10393851, 13518588, 46777, 5989515, 9637907, 7067782, 10164948, 13612962, 13612965, 6422595, 7171748, 11545694, 7143047, 6382952, 277187, 9816552, 25613630, 8884616, 17333499, 20875019, 12813630, 13372368, 283498, 283494, 283495, 103386, 23299980, 30230234, 7505560, 6087756, 2929794, 4738393, 463033, 18587556, 13262782, 12189496, 25674390, 519048, 6488500, 21345051, 8849393, 2238093, 18090081, 17307169, 17310066, 9191899, 45343, 18070700, 8442485, 6387496, 20299673, 8664091, 601632, 10635363, 11771994, 25106755, 13608989, 6370801, 444304, 24044140, 8428157, 1270247, 20697444, 19161843, 15944406, 20930012, 18469695, 8731014, 20578940, 266607, 3942410, 26032825, 7992851, 20958632, 21519817, 13583766]"
980,25477,"[198514, 170303, 170293]"
981,25523,"[587315, 587316, 587317, 317518, 65636, 11127, 11129, 638254, 638211, 140212, 67939, 170604, 170605, 170608, 170609, 177112, 49314, 509797, 101711, 1045154, 980884, 467157, 317500, 317501, 1045145, 65610, 156766, 56400, 822603, 481509, 896889, 65640, 65641, 65645, 317517, 1045090, 37685, 37686, 11136]"
982,25551,[45709]
983,25682,[1851687]
984,25824,[16147399]
985,25883,"[6163754, 32332687]"
986,25893,[595341]
987,25914,[88179]
988,26033,"[7840832, 3400577, 6369517]"
989,26115,[476733]
990,26170,"[4045691, 1175893, 1338404, 2871839, 7327214, 11199165, 15986068, 6113686]"
991,26171,[893396]
992,26291,"[59250, 181425]"
993,26306,"[28118570, 28219402, 28219400, 28219404, 5520449]"
994,26347,[17707758]
995,26354,[20929]
996,26359,"[680370, 46987]"
997,26399,"[293414, 7441947]"
998,26405,"[11946938, 6799860]"
999,26414,"[577302, 66657, 7945295]"
1000,26417,"[47085, 9637907, 16685341, 6342973, 23719342, 310717, 13531832]"
1001,26457,[573592]
1002,26515,[6254610]
1003,26546,"[47241, 30753493, 20257238, 544237, 544242, 544240, 13151638, 544238, 544239, 544236]"
1004,26615,[47323]
1005,26656,[859694]
1006,26724,[7991204]
1007,26738,"[7628695, 582402, 88504, 7923602, 2240429, 503536, 1989153, 5820190, 526014, 10099755, 10586912, 9166876, 4916680, 501442, 9642271]"
1008,26764,"[10021764, 47580]"
1009,26767,"[15806786, 9727730, 7416873, 7304345, 3689171, 7455727, 10475929, 10575798, 18596555]"
1010,26771,"[464685, 464682, 464690, 464678, 464672, 890361]"
1011,26773,[2038020]
1012,26796,"[11276935, 17452242, 9732091, 17568822, 13242304, 6913778, 18339939, 4624955]"
1013,26797,"[22219679, 22219682, 22219680]"
1014,26798,"[22219680, 1906381]"
1015,26805,[10637834]
1016,26806,[47708]
1017,26810,[33843449]
1018,26811,[1851937]
1019,26813,"[7637398, 9816552, 11212021]"
1020,26819,[47755]
1021,26835,[47810]
1022,26875,"[13832, 489994, 47891, 47890, 11016554, 351461, 5576634, 47887, 823502]"
1023,26878,"[47920, 23551456, 6000352, 13130788, 11016554, 13262782, 2664597, 47905, 47907, 47906, 13488299, 1961314, 47918, 3233803, 198581, 1961402, 3233802, 47916, 13480259]"
1024,26891,"[9191899, 13583766]"
1025,26897,"[2456909, 15711341, 18114152, 20972951, 25489473, 3598830, 81039, 17560793, 18342305, 47951, 47957, 213105, 8315340, 363789, 363783, 6625002, 739891, 22668802, 997846, 11515995, 21457243, 371638, 22062202, 47952, 47953, 47956, 47954, 47955, 47958, 47959, 24914112, 363777, 34329687, 22062213, 659855]"
1026,26906,"[1308762, 47970, 64818, 64819, 3019990, 341723]"
1027,26926,[6254610]
1028,26930,"[145172, 279969, 17738894, 120240, 48037]"
1029,26932,"[279969, 472966]"
1030,26935,"[6163754, 5739760, 17864395, 9637907, 2871256, 7840832, 7508223, 3302568]"
1031,27032,[9462784]
1032,27072,[179715]
1033,27075,"[620486, 16248247, 16248246, 62005, 737453, 371638, 10877155, 141024]"
1034,27100,"[6441303, 8918559, 4588949, 7363955, 4020526, 6716668, 6693332, 8458018, 3375320, 9087239, 17402605, 10740844, 977841, 8519822, 2402971, 1035910, 3168250, 8333930]"
1035,27140,"[2915837, 12987853, 7171880, 730978, 3475145, 15812811, 523424, 8288885, 6640557, 25894017, 13167096, 7124101, 9918110, 4497980, 13543159, 12925140]"
1036,27142,"[6721385, 18090081, 499214]"
1037,27148,"[6721385, 23156342, 20263205, 18090081, 13498652, 17671897, 29358350, 26241281]"
1038,27167,"[6034660, 13129274, 23173457]"
1039,27168,"[2969219, 6578725]"
1040,27205,"[2748241, 12858494, 351017]"
1041,27206,"[6163754, 7739950, 5739760, 4028900, 13533644, 20893389, 6378458, 6760760, 8731447, 7269507, 836176, 22701387, 47580, 2871256, 7171882, 6382952, 2855252, 457350, 7441970, 293389, 23471830, 303192, 293476, 293479, 28116863, 14811468, 6411849, 11049606, 17612519, 303197, 13498652, 9031163, 11212021, 303200, 12989106, 5989059, 13057774, 10890808, 9642271, 13543159, 12044946, 6369517, 3302568, 13594857, 2700825, 394749, 394748]"
1042,27209,"[15754031, 11455111, 4583489, 17902184, 8483864, 18090081, 20949471, 13167096, 7182626, 837910, 13543159, 25361849, 7171956]"
1043,27276,"[6034660, 98042, 17156415]"
1044,27280,"[15814425, 10173501]"
1045,27318,"[17349030, 18171953]"
1046,27341,[186337]
1047,27372,"[17347383, 17347380, 17347381, 17347384, 17372039]"
1048,27379,"[219110, 287861, 8608257, 1369202, 18187690, 6839020, 1066608, 287892, 3261010, 585261, 48722, 7312120, 1695820, 13046692, 6923325, 12899180, 6322885]"
1049,27498,"[11594180, 4955576, 3427378, 831194, 6641796, 6249757, 111332, 111021, 295086, 18588383, 608906, 2083991, 49006, 22693143, 197457, 30653889, 6249762, 2194051, 6616667, 9573401, 7217724, 13455534, 16248235, 326911, 336245, 15768989, 6966342, 8485458, 1231511, 5269697, 5498077, 2237117, 17682406, 1348468, 273512, 2801573, 17681750, 22635871, 10433020, 197459, 1507805, 7023788, 5072077, 296942, 1183379, 9487114, 2762488, 6953778, 7124925, 7124921, 3342493, 2801577, 252938, 2257948, 2257949, 3576176, 273511]"
1050,27500,"[873920, 447937, 873922, 1408586, 81034, 81021, 276750, 763471, 23281612, 81026, 49011, 653651, 198483, 198487, 581720, 8538030]"
1051,27528,"[510342, 71413, 16248247, 16248246, 23846151, 49047, 13129274, 81039, 13115184, 13177385, 847409, 57504, 739891, 57498, 9191899, 20697444, 71409, 15790940]"
1052,27550,[20587574]
1053,27704,"[304687, 1281575, 49281, 133450, 133451, 133452, 133453, 133455, 133456, 133458, 6678974, 1410206, 133462, 220944, 140149, 140146, 140143, 132210, 915554, 9191899, 20519003, 2255792, 17332271, 140151, 817358, 92377, 33517532, 8705465, 817357, 133465, 133464, 133460, 590349]"
1054,27779,[32831]
1055,27798,[770794]
1056,27813,"[8710437, 4825980, 2585258, 11415846, 274948, 493553, 394856]"
1057,27841,"[13579397, 15806786, 9727730, 17910665, 18885585, 8038401, 22238188, 34497909, 17702284]"
1058,27874,"[6721385, 10869776, 23471830, 10425771, 18090081, 26241281, 16058665]"
1059,27944,"[3422160, 6289806, 49625, 49613, 49614, 49604, 49605, 49606, 49607, 49603, 49609, 8049140]"
1060,28045,"[29496535, 17864395, 6307037, 13542374, 12858494, 3103806]"
1061,28064,[7846430]
1062,28083,"[73906, 405586, 539428, 140128, 140127, 202038, 18853210, 73932, 73931, 264007, 4286737, 7776444, 7776445, 49890, 17283404, 73934, 611787, 73928, 13497118, 1050676, 463593, 2430310, 9769032, 10634284, 73930]"
1063,28120,[13023]
1064,28135,"[86736, 194685]"
1065,28185,[2282320]
1066,28224,[27259205]
1067,28273,[17245]
1068,28375,"[11692299, 15808401, 10806119, 160414, 15810918, 13113057, 6282010, 825822, 7841511, 8546815, 13542700, 192204, 4052982, 1215918, 192205, 18281991]"
1069,28517,[899109]
1070,28525,"[462182, 6254610, 771204, 509094]"
1071,28544,"[21528313, 446945, 446946, 2880573, 3395318, 241976, 44328, 97966, 97964, 97965, 97963, 97960, 97961, 97968, 97969, 10376272, 10557809, 50739, 6080136, 6438140, 28953458, 6289939, 345660, 337017, 97967, 97962, 7908762, 13520061, 437802, 437804, 437806, 659855, 119835, 455412]"
1072,28550,"[50756, 50750, 5132915, 15808640, 13512929, 6303144, 25066999, 13411920, 6614238, 7605246, 7095689, 23507711, 297868, 50789, 6659778, 797151, 8550277, 3073174, 3073173, 673946, 1263398, 11995715, 2319370, 50749, 50748, 50747, 15808639, 7831744, 297866, 50787, 50785, 10553093, 13542714, 7102544, 6184297, 1773616, 9464765, 50788]"
1073,28569,"[28186296, 12604939, 11018856, 768528, 17707708, 15808851, 8112340, 718951, 2961879, 6668868, 22668736, 50787, 6369517, 15713700]"
1074,28570,[50787]
1075,28572,"[14815481, 8428110]"
1076,28574,[78208]
1077,28656,"[20893389, 140098]"
1078,28699,"[92204, 92201]"
1079,28709,"[659469, 13169857, 10644631, 227222, 1490430, 6718729]"
1080,28715,[20362706]
1081,28946,"[413963, 11779667, 2854878, 51429, 18110063, 413814, 3487348, 413896, 591821, 15808272, 15808414, 1145177, 29953886, 6621880, 8326789]"
1082,28947,[474752]
1083,29011,"[17415983, 16074630, 3303559]"
1084,29471,[9581507]
1085,29479,"[6163754, 6375862, 15793066, 101518, 491075, 463078, 384478, 13758481, 974209, 26114456, 101591, 101555]"
1086,29482,[12323688]
1087,29527,[6254610]
1088,29535,"[510342, 740037, 52318, 968848, 256890, 116256, 116254, 60930, 7850063, 60924, 60925, 764647]"
1089,29574,"[219584, 270166, 52358, 52357]"
1090,29593,"[17910665, 18885585, 20341887, 17702284]"
1091,29624,[2070346]
1092,29840,"[11401915, 8456124, 11595501, 11598940, 7726143]"
1093,29954,[77999]
1094,29963,"[770876, 194204]"
1095,29974,"[23596, 1064084]"
1096,29996,[24874358]
1097,29998,"[9816552, 227529]"
1098,30003,[11408298]
1099,30033,"[53132, 53135, 53134, 23551456, 2927126, 7171748, 2761829, 6684306, 12189496, 12640578]"
1100,30036,"[53136, 7787487, 6369517]"
1101,30209,"[3304, 16526]"
1102,30279,"[57704, 30215481, 53539, 53538, 25203631, 57687, 18153046, 53541, 53543, 53546, 57690, 57691, 57693, 13447190]"
1103,30315,[680476]
1104,30384,"[53667, 120240]"
1105,30654,[309480]
1106,30812,[17332297]
1107,30819,"[9585036, 950866, 17251435, 2344297, 8160897, 13261372, 13547964, 16000975, 27069953, 3856277, 18528417, 770794, 13375677, 13375675, 8369784, 16160048, 18246288, 10857421, 9450406, 24109853, 20579294, 7840832, 5930637, 23214380, 8307302, 15803251, 2930157, 23452731, 10869776, 959245, 11536681, 6270027, 12745342, 28507374, 23638951, 575131, 18812409, 731810, 7815691, 7815690, 959230, 10456697, 575004, 10477597, 10477596, 3643502, 2930659, 11260430, 33358408, 731809, 6612741, 7815689, 6570066, 17622927, 28507357]"
1108,30973,[7251081]
