average_rating,author_id,text_reviews_count,name,ratings_count
3.89,762807,286,Michael Blumlein,3507
3.68,773420,601,Will Ludwigsen,9278
3.76,5553854,111,Dominica Phetteplace,403
3.63,265279,701,Sandra McDonald,4079
3.72,16463085,466,Rich  Larson,1739
3.84,78024,1292,Susan Palwick,15447
3.81,2978423,604,Megan Arkenberg,4177
3.88,73418,1935,James Patrick Kelly,22338
3.79,12052,7292,Gardner Dozois,61869
3.83,110206,1732,Maureen F. McHugh,13691
3.78,20433,2676,Paul McAuley,26705
3.8,331704,1411,Andy Duncan,15968
3.78,73419,2034,Allen Steele,19221
4.19,645128,273,Brenda W. Clough,6989
3.84,113942,2309,Howard Waldrop,24298
3.96,176807,64,Leigh Kennedy,800
3.75,207286,1134,Ian R. MacLeod,10338
3.72,108281,1839,Ken MacLeod,26893
3.88,90090,781,Jim Grimsley,8345
3.69,111819,544,Michael Cassutt,5919
3.8,21158,7382,Nancy Kress,70447
3.76,162927,1972,Paul Di Filippo,21864
3.54,4867939,3545,Ania Ahlborn,25048
3.78,22369,3553,Lucy Monroe,49594
3.69,332359,484,Lisa Childs,3720
3.93,139575,1291,Linda Winstead Jones,24883
4.04,445303,33372,Maria V. Snyder,418007
4.06,2905789,7712,Catherine Bybee,128843
4.07,2493,98444,Lois Lowry,2097297
3.81,32252,639,Lynn Abbey,35153
3.83,38605,605,Christopher Stasheff,34661
3.92,8659,1777,Jennifer Roberson,75785
3.99,8661,1617,Melanie Rawn,80200
3.85,34861,880,Mickey Zucker Reichert,30306
3.89,48386,492,Deborah J. Ross,8784
3.91,8690,1186,Larry Dixon,73411
3.86,1967,7570,Tanya Huff,149290
3.73,154081,353,Irene Radford,5797
3.67,128411,125,Marjorie B. Kellogg,2756
3.99,6256,1974,Michelle Sagara West,41689
3.8,69803,863,Fiona Patton,18350
4.04,58856,776,Michael   Shea,14430
4.24,5804101,6405,Anthony  Ryan,108551
3.68,2358,1683,Dana Cameron,20883
4.04,155517,13397,Italo Calvino,202063
3.78,155811,288,Ellen Glasgow,2786
4.25,5197636,1984,Katie Ganshert,10602
3.82,4280,43386,Kazuo Ishiguro,565941
4.04,48348,965,William King,24830
3.83,90070,4941,Jack Ketchum,50188
3.93,8349,45462,Christopher Paolini,1888907
4.08,11072,13059,Daniel Keyes,363315
3.39,29593,12561,Megan Abbott,86537
3.77,93149,352,Jason Lethcoe,1959
3.75,813982,477,Will Elliott,3383
3.9,105839,5174,Marie Brennan,35279
3.78,3170417,289,Liane Merciel,2179
3.65,162930,1053,Kit Reed,8662
4.11,5113138,522,Rachel M. Humphrey-D'aigle,6957
4.02,43784,4092,Lian Hearn,87349
3.75,42540,1986,John Twelve Hawks,20101
3.87,217944,888,Casey Daniels,12907
3.4,183760,1847,Sheila Heti,12883
3.84,76423,1124,Kathy Love,22625
3.85,148430,797,Josephine Bailey,9262
3.89,2580449,1555,Jennifer Ikeda,4921
3.79,3222611,1595,Mark Hodder,12952
4.07,38809,21369,James Rollins,416495
3.91,460693,160,Jack Garrett,653
3.77,15987,2363,Shana Abe,22777
4.02,4432,29319,Jasper Fforde,348185
3.81,526142,573,Emily Gray,1977
3.83,2546,52967,Chuck Palahniuk,1233893
4.08,180439,10864,John Tenniel,517788
3.87,128019,695,David Niall Wilson,7491
3.95,2172337,1661,Stephanie Burgis,8760
4.07,2917917,17270,N.K. Jemisin,143143
3.81,3211590,807,Rita Stradling,1667
3.95,1375697,4212,Devon Monk,65259
4.36,117369,4565,Naoko Takeuchi,158214
4.35,362098,6370,William Flanagan,290533
4.12,6526309,6215,L.P. Dover,36289
3.88,33297,5778,Brian W. Aldiss,160432
4.14,4890658,1542,John  Goode,10353
4.07,1035739,422,Bryan Chick,4250
3.91,28946,1798,Barb Hendee,35375
3.95,1310149,1280,J.C. Hendee,29598
3.45,26771,906,John Norman,20981
3.63,144323,5392,Maria Dahvana Headley,27644
4.13,7093291,132,Levi Stack,241
3.68,4610078,6470,Morgan Rice,117717
3.88,12275,1348,Mel Odom,28616
3.89,4522,10528,Christopher Golden,155865
4.23,6268,27659,Christine Feehan,753718
3.57,2933833,107,Cathy Brett,433
3.76,11139,22513,Mary Wollstonecraft Shelley,929429
4.45,2988406,4211,Yana Toboso,207024
3.98,157663,11507,Angie Sage,318305
4.03,619712,4878,Mark Zug,177361
4.0,3618,43181,Philip Pullman,1783890
4.14,73754,6889,Lisa Tawn Bergren,60965
3.7,31425,1051,Ben Okri,13429
3.82,7231,3192,Christie Ridgway,33027
4.04,7308,7673,Susan Cooper,191286
4.04,94673,913,Anders Nilsen,10131
4.08,7815498,153,Danny Odato,209
3.98,7233453,1648,Margo Bond Collins,5301
3.94,7771866,344,Danielle Annett,1418
4.12,6151511,365,Lindsey R. Loucks,767
3.92,15200224,484,Madisyn Monroe,1369
3.8,3149825,1109,Jess Haines,11394
4.26,13810189,525,Lily Thorn,1925
4.21,5116849,306,Elizabeth Kirke,1075
3.71,6543523,921,Joanna Mazurkiewicz,6217
4.16,7776786,467,M.H. Soars,1304
3.96,52310,1525,Joanna Russ,24158
4.06,9860453,1283,James Tiptree Jr.,14780
4.02,4721318,5405,S.M. Reine,77643
4.21,5351355,13482,J.M. Darhower,113786
3.91,4094557,3416,Susan Kaye Quinn,22287
3.73,5782149,203,Jill Archer,1007
3.97,552457,2232,Alexandra Sokoloff,19868
4.04,88506,45521,Joe Hill,498621
3.79,781561,1128,David LeDoux,3563
3.63,3104881,173,Mercy Loomis,993
3.69,200317,28626,Alyson Noel,637592
3.84,49103,2064,Jeanne Kalogridis,35375
3.72,9320,1485,Martin Millar,11846
3.86,119357,1165,Debi Gliori,8542
4.13,3212743,4191,Ben Hatke,38422
3.7,116981,728,Natasha Mostert,3242
3.73,2939944,3022,Julia Whelan,9801
4.34,350507,464,Eric A. Shelman,3165
3.87,25422,58906,Holly Black,673930
3.87,3027554,26667,Kiersten White,224695
4.08,151371,65213,Jenny Han,622082
3.83,11664,74777,David Levithan,801575
3.78,3228055,10004,Myra McEntire,58526
4.04,4208569,151356,Rainbow Rowell,1379509
3.87,5830526,10963,Samantha Shannon,66492
4.14,8649,16644,Juliet Marillier,223929
3.94,11633,18754,Sharon Creech,257541
3.94,2931654,1248,Mary Lindsey,9043
4.28,7111759,352,Ksenia Anske,1156
3.99,2130,19512,Gordon Korman,318348
3.97,6543330,2196,Kelly Thompson,14204
4.22,155990,1902,Kanoko Sakurakouji,100850
4.22,1141209,7073,Donna Grant,78266
4.07,5807106,12466,Iain M. Banks,280188
3.69,2922003,810,Erica Hayes,6431
4.02,8621,2705,Brett Booth,63948
3.97,8622,5499,Katherine Dunn,49435
3.59,885302,38,Marcus Alexander Hart,487
4.0,12350,4568,Sherwood Smith,69109
3.67,22602,8903,Jacqueline Wilson,242911
3.44,15600847,69,N.J. Donner,107
3.75,6565477,1373,V.J. Chambers,12800
4.1,134098,590,Bret Blevins,12099
4.18,5116,10895,Jules Feiffer,224673
3.94,7561804,1525,Jason Segel,8103
3.93,109354,4700,Kirsten Miller,33729
3.83,7849188,79,M.K. Hutchins,277
4.02,151717,838,Wataru Yoshizumi,43952
3.56,2186463,252,Jaimey Grant,998
4.2,15619,6666,Michael Ende,179089
4.1,262690,131,Regina Kehn,4317
3.47,80808,6874,Helen Oyeyemi,41095
3.86,6548741,509,Olivia Rivers,2368
3.84,4993738,204,Marsha Cornelius,870
4.01,3508354,2067,Kelly Keaton,23924
4.19,2938140,8692,Jacob Grimm,249472
3.99,2384,122878,Janet Evanovich,2919132
4.2,1136158,7346,Larry Correia,110523
4.18,8390236,1854,Michelle Dare,3757
4.47,10224,4834,Michael Zulli,170794
4.4,7271,8346,Mike Dringenberg,280788
4.05,7172819,1724,Tracey  Ward,19304
3.63,2918795,145,Christy Raedeke,761
3.71,11663,3951,Julie Kenner,36626
3.88,4506281,1704,Charity Parkerson,13137
4.05,37607,4666,Tim Seeley,72895
3.85,43625,2006,James Blish,41937
4.0,723256,581,James H. Schmitz,11004
4.34,8547032,110,Gillian Bronte Adams,222
4.1,12531,4448,Theodore Sturgeon,85149
3.84,83357,1491,Avram Davidson,15330
4.05,43734,625,John M. Ford,11832
3.93,76471,1434,George Alec Effinger,31891
4.0,246684,430,Charles Beaumont,4925
3.99,2768688,1303,C.M. Kornbluth,23971
3.86,76288,968,Barry N. Malzberg,17660
3.83,32278,4821,Poul Anderson,94473
4.2,3377501,994,Adam Jay Epstein,11929
4.2,3377502,996,Andrew Jacobson,11940
3.99,2714501,2239,Kei Acedera,15944
4.13,93391,766,Peter Chan,8060
3.94,1005984,1832,Deborah Cooke,25736
3.8,336049,1243,Linda Buckley-Archer,11705
3.87,4706567,377,Comtesse de Segur,8928
3.68,3013623,253,K.J. Taylor,2000
4.11,4428962,2365,Adrienne Wilder,13408
4.12,4586597,18809,R.L. Mathewson,358426
3.73,136759,330,Drew Hayden Taylor,2027
4.23,3201168,1792,Stephen R. Bissette,46375
4.23,2975035,1596,K.M. Weiland,7852
3.78,28224,1053,Michael Bunker,7330
4.07,7344245,385,Chris Pourteau,1344
3.95,4121443,2148,Edward W. Robertson,32287
3.92,7543536,321,Jennifer   Ellis,1046
3.97,199737,1503,Nick Cole,12095
3.92,2096360,12719,Aprilynne Pike,165909
3.92,13677,21357,Gail Carson Levine,572120
4.03,337207,9095,Greg Call,135328
4.02,1113469,22860,Hermann Hesse,693241
4.09,66700,4260,Robert E. Howard,91839
3.93,58971,17354,Joe R. Lansdale,206253
3.79,3997970,59,Andrew Hou,949
3.92,748787,1674,Oliver Wyman,8136
3.96,4264615,1748,Daryl Banner,8157
4.24,57980,2909,Sharon Lee,49080
4.24,5829,2641,Steve Miller,46054
3.89,144334,385,John McElroy,1712
3.69,57739,1727,Robert W. Chambers,18544
3.9,5829788,553,Inger Iversen,2858
4.24,617155,3138,Stjepan Sejic,33941
3.88,22547,3802,Nancy Springer,41924
4.03,123087,1177,D.M. Cornish,13224
3.49,3131402,541,Jeff Bennington,3559
4.19,4042181,3574,Joss Stirling,41333
3.62,6569623,621,Benjanun Sriduangkaew,2315
3.82,193861,1781,Nick Mamatas,14165
3.92,9533,10960,Christopher Tolkien,303563
3.59,222429,798,Heather Terrell,8124
3.98,4689769,114,Jeremy Rodden,235
4.02,4852705,50,Cami Woodruff,86
3.95,59165,4796,Tim Lebbon,60425
4.06,116615,701,Drew Goddard,12830
3.83,3299,20373,Salman Rushdie,272893
3.67,1753875,925,Jedediah Berry,5699
4.21,11586,4326,David Gemmell,188827
3.68,190887,8715,Catherine Fisher,87763
3.84,263531,228,Seabury Quinn,2024
3.66,1749,416,Louise Hawes,2140
4.12,25523,22378,Pauline Baynes,994842
4.02,7426942,729,Kat Ross,4091
3.93,2868678,7421,Mary Robinette Kowal,56364
3.55,55831,716,Emily Janice Card,2431
4.09,680918,96,Charlene Keel,261
3.77,2884988,256,Sophie Renwick,2904
3.85,1169504,14190,A.S. Byatt,253562
3.89,136367,216,Sean Astin,2943
4.01,6767293,506,Traci Douglass,3740
3.59,690619,16445,Lauren Groff,119576
4.17,4866520,15808,K.A. Tucker,162984
3.88,15454955,543,Melissa Bashardoust,1312
4.16,18967,4057,Joan Holub,50675
4.21,104179,2478,Suzanne Williams,42735
3.94,31845,2497,Marge Piercy,32136
3.92,4947,1288,Lin Carter,32391
3.76,107170,8643,Jo Walton,45054
3.97,548923,1460,Paul Finch,17787
3.38,4655152,580,Alison Littlewood,2683
4.0,3017135,665,Simon Kurt Unsworth,6072
3.83,120918,908,Gary McMahon,5060
3.88,518983,526,Reggie Oliver,3910
3.84,36501,1453,Simon Clark,17371
3.94,130014,497,Karen Haber,15052
3.96,7210024,7942,Claire North,54099
4.15,4880403,813,Emily Winfield Martin,4038
3.96,50886,8480,Sabrina Jeffries,118852
4.03,162368,228,Steven-Elliot Altman,4044
4.02,3074905,8819,Aleksandr Voinov,44666
3.94,4015097,1268,Claire Farrell,23241
3.69,4653530,322,Rhiannon Paille,773
3.4,33503,4341,L. Ron Hubbard,48051
3.6,443701,838,Dylan Baker,2889
3.92,167606,1405,Brian Hodge,19108
4.06,4389526,807,Jonathan Janz,2647
3.99,3084816,925,Mercedes M. Yardley,3686
3.82,2127171,751,David Tallerman,10358
4.0,177305,2972,Sandra Hill,42104
3.74,4345,3624,Walter Scott,100029
3.9,73421,1101,John Kessel,10618
4.18,33958,2094,Eric S. Nylund,47505
4.05,1258535,448,Eva Gordon,1223
3.96,37075,4951,Wil Wheaton,24014
3.61,8039839,777,Sarah Ahiers,3682
3.7,7246482,1529,Lisa   Maxwell,6265
3.72,8167946,2163,Heidi Heilig,9588
3.53,5822465,274,Joanna Wiebe,785
3.68,5780485,615,Caroline Mickelson,3086
3.97,6979427,375,Duncan M. Hamilton,8956
3.74,6996400,122,Andi O'Connor,218
3.82,508622,1207,Randy Cecil,5975
3.97,5339,21898,Robin McKinley,300498
3.54,2741079,6146,Selena Kitt,47215
4.17,5774415,771,Emily Martha Sorensen,1482
3.92,5751572,1019,Edward Lorn,2156
3.95,4858270,454,Abigail Boyd,5472
3.98,53519,1062,Thomas Malory,51680
3.97,1381825,325,Chris Patton,886
3.6,1049315,3147,Eileen Cook,18709
3.85,4429,1898,Jaid Black,50583
3.83,6950740,3695,Sara B. Larson,30162
4.02,48190,2547,Amanda Ashley,60338
4.08,5399219,1565,Amber Lynn Natusch,20283
3.68,50948,1619,Mickey Spillane,16936
4.0,272814,4689,E.D. Baker,94788
3.83,22123,1485,William Meikle,7429
3.88,3048234,3038,Alyssa B. Sheinmel,16087
3.87,61958,2489,John Shirley,32895
4.06,963528,80,Rebecca Hart,248
3.97,389991,2634,S.D. Schindler,22115
4.37,16489167,205,Alisha Klapheke,365
4.12,8306309,4629,Elise Kova,39024
3.85,122631,421,Rhys Hughes,2771
4.22,7176787,5702,Jodi Taylor,60098
4.26,120401,9496,David Benioff,91115
3.88,345630,8787,Carrie Jones,150496
3.63,1304470,59366,Ally Condie,871225
3.65,4875977,152,Deb Hanrahan,514
3.85,5034167,90,Patrick Kampman,1182
4.02,6439448,489,David Litwack,761
3.88,40118,182,Catherine Webb,2428
3.92,6986,2150,Kate McMullan,22780
3.75,2988212,406,Stacy Juba,1226
3.87,682045,837,Craig DiLouie,10530
3.95,4607856,2013,Heather Hildenbrand,14932
3.91,61914,1122,Mike Zeck,20971
3.97,584482,3598,Brian Floca,24278
3.87,485441,725,Carolyn Jess-Cooke,4608
3.77,2964904,1359,Therese Plummer,6015
3.48,1499377,138,Ken Harmon,517
3.8,9339,627,John Peel,10387
4.19,950184,358,Michael D.C. Drout,2687
3.65,4517253,1169,Cassie Alexander,8072
3.92,167980,654,David Melling,3571
3.57,4490436,146,Erin Moon,329
3.77,313399,1169,Joseph Nassise,9027
4.24,4684322,139837,Marissa Meyer,1215786
3.72,40387,3836,Justin Richards,31961
4.1,7874327,152,Kimberly G. Giarratano,464
4.1,7183355,357,Stephen Kozeniewski,795
4.32,7690970,154,L.G. O'Connor,232
4.04,251725,846,Megan Shull,4766
4.0,4489132,1778,Candace Blevins,8985
3.9,2849137,110,Caro King,1044
4.01,6517455,342,Abigail Owen,1821
4.14,3222582,2628,Bette Lee Crosby,9286
3.94,317,4788,Sharyn McCrumb,72620
3.86,20432,267,Roberta Lannes,4455
3.95,267677,380,Stephen Woodworth,4475
3.85,42267,1735,Stephen Orgel,22373
3.83,487578,1135,A.R. Braunmuller,14801
3.98,18266,122,Russ McDonald,2012
3.98,712759,153,Scott G. Mariani,1850
3.89,1375224,55,Sean McCabe,270
3.99,6887988,622,Teyla Branton,7696
3.82,296477,3122,Anna Campbell,26009
3.51,1624,17422,Herman Melville,492374
4.06,7127010,1175,Raye Wagner,3535
3.72,26819,5110,Lois Duncan,66038
4.02,126895,1347,Alane Ferguson,11039
3.75,5833,3602,Annette Curtis Klause,55237
3.78,10986,432,Bill Richardson,2434
3.64,3979976,43,Bill Pechet,197
3.85,56352,1657,Jonathan Strahan,13438
3.73,572738,3081,Lavie Tidhar,20414
3.75,43989,5191,Kristine Kathryn Rusch,57261
3.66,290553,143,Tom Clegg,1060
3.74,27280,503,Chris Moriarty,4415
3.73,10105,14075,Avi,169210
3.58,4317450,143,Tamara Hogan,572
3.82,80984,4198,James Herbert,102947
4.04,359194,15646,Josh Lanyon,133913
3.79,11495,1083,Warren Murphy,26641
3.94,1368122,1869,Mats Strandberg,22402
3.9,4124788,1495,Kathleen Peacock,12803
3.71,13856,1950,Stefan Petrucha,14053
3.94,11230592,595,C.B. Lee,2222
3.72,708623,740,Hope Davis,2375
4.11,8587788,857,C.N. Crawford,11673
3.81,237175,2206,Janni Lee Simner,28865
3.68,138742,1954,Sonya Hartnett,12237
4.17,3456705,2784,Jay Bell,21658
4.03,4670825,898,C.J. Hill,5307
3.81,7033323,243,Richard Ellis Preston Jr.,1561
3.61,18341,7556,Stewart O'Nan,48468
3.78,2978429,101,Christine Lucas,525
4.24,5432032,115,Nicola Palmer,362
3.91,3395969,227,Kevin Pariseau,878
4.08,13638502,1352,Alfred Tennyson,47069
4.27,150038,295835,Cassandra Clare,5280268
3.81,49377,5436,Julia London,58175
3.57,2772067,956,Eden Maguire,12716
4.07,53249,6908,Dan Gutman,92363
4.02,5824401,159,Kathleen Gati,446
3.71,144024,766,Annmarie McKenna,17783
3.91,767547,20388,Lisa McMann,235149
3.48,93791,82,Delos W. Lovelace,632
4.25,73149,19832,Scott Lynch,299257
3.92,778281,234,Gregory Miller,1496
3.72,210683,1098,Gyles Brandreth,7648
4.41,14507930,1115,Adachitoka,32278
4.08,35023,3098,Alyssa Day,52755
3.78,4633123,3579,H. Rider Haggard,68659
3.84,3316576,85,Leona Wisoker,719
3.92,1427650,6863,Megan Derr,74879
3.94,6472959,1258,Susan Mac Nicol,5418
4.09,6412,4463,Robert C. O'Brien,158671
3.76,4720363,1080,Sarah Dalton,7968
4.32,4665536,183,A. Jacob Sweeny,469
4.12,236,4766,Harold Bloom,105192
3.97,64039,5320,Paul O. Zelinsky,80366
4.2,2938141,7637,Wilhelm Grimm,252449
3.68,133460,1475,Steven Savile,14216
4.05,232932,6113,Nikolai Gogol,155005
4.21,7168230,32714,V.E. Schwab,184988
3.96,38652,5138,Marcus Sakey,62561
3.75,6166668,291,Tracy Clark,871
3.65,546979,141,Lane Robins,872
3.98,10088,704,Richard A. Lupoff,16766
4.17,7775152,2492,Charlene Hartnady,39711
4.07,20983,12388,Shayla Black,208596
4.08,4601855,32367,Jessica Sorensen,513855
4.24,19439,1717,Stephen Briggs,131823
3.9,7374346,360,Gregor Xane,673
3.89,14674797,1738,Elly Blake,8307
3.97,2962677,288,Graham Sleight,2508
4.17,6981617,1560,John David  Anderson,6730
4.09,6466369,1265,Jennifer Anne Davis,9902
3.65,5218360,1578,Kate Karyus Quinn,9922
3.64,12180,7089,Francine Prose,53724
3.62,13414088,2792,S. Jae-Jones,11364
3.99,7022840,138,Eva Kaminsky,516
3.95,41942,10015,Simon R. Green,242723
3.74,5918,20014,Elizabeth Kostova,246069
3.87,173493,4163,Alethea Kontis,31844
4.18,375626,17551,Lara Adrian,354355
3.89,17370,383,Bruce R. Cordell,12166
4.12,20512,169,Mike Mearls,5237
4.22,3519233,2287,Kristie Cook,25985
3.93,46474,7837,Patrick Carman,132937
3.4,1410339,155,Loucinda McGary,940
4.21,8391110,247,Lynn Vroman,472
3.65,3285599,1924,Margaret Dilloway,14294
3.77,1201844,360,Pierre Pevel,2741
4.05,270939,278,Koge-Donbo*,17789
4.08,9933,2770,Michael Avon Oeming,70847
4.05,5329,8504,Brian Jacques,487333
4.0,17355,807,Ray Yoshimoto,37093
3.88,202867,15763,Rhys Bowen,177907
3.75,7440794,92,D.D. Everest,374
4.01,13681,10016,Peter David,226362
3.6,1407193,1087,Rachel Neumeier,7117
3.87,4020380,83,Zach McCain,344
3.69,651160,57,Thomas Floyd,1123
3.73,3866857,131,Phillip R. Burger,2669
3.83,2485427,512,John Bolen,14054
3.95,6450754,873,Kendra C. Highley,5233
3.89,1051591,6569,Tera Lynn Childs,76267
3.69,5081315,2449,Diane Alberts,20043
3.78,5582891,1044,Amber Garza,10145
4.26,717304,5697,Susan Ericksen,104920
3.88,92665,224,James Branch Cabell,2981
3.77,920372,775,Matthew Dow Smith,7151
3.88,5804086,129,Ryan  Hill,452
4.33,5286654,267,Tara Fox Hall,573
4.0,158170,7163,Dana Stabenow,102348
3.91,7177350,18706,M.R. Carey,149313
3.99,6543639,3153,Krystal Shannan,13414
3.31,8523,2533,Lydia Millet,13302
4.23,7077654,2282,Drew  Hayes,28111
3.68,31882,429,Eugenia Riley,2857
4.0,153741,3772,Michele Bardsley,51039
3.75,158809,362,Anthony Reynolds,6540
4.02,2012967,749,L.M. Boston,12778
4.07,27704,4360,Steven Brust,122086
3.37,361736,100,Tim Scott,638
3.98,5621,879,Gail Herman,13357
3.84,4074044,1235,Karsten Knight,11136
3.89,17618,3909,Daisy Meadows,95891
3.84,546590,2881,Georgie Ripper,73897
3.72,295793,595,David Colmer,4516
3.78,2828923,3488,Jon Skovron,17501
3.85,70854,473,Molly Cochran,6278
3.79,6478732,2167,Natasha Knight,13319
3.94,5768611,5781,Amy Tintera,44381
3.97,7044164,3739,Scott  Meyer,48669
4.04,2978188,2376,Luke Daniels,13957
4.23,494856,290,Ali Sparkes,4590
3.87,89439,17778,Sophie Jordan,179168
3.89,4178737,1426,Laurie London,9580
4.14,24403,3953,Peg Kehret,33361
3.72,245756,663,Noel Hynd,7736
3.88,3181096,161,Karin Harlow,1047
4.06,34636,1903,Lisbeth Zwerger,87552
3.8,68766,986,Beth Ciotta,6283
4.07,2876763,52180,Becca Fitzpatrick,1071182
4.25,40563,50743,Patricia Briggs,1035590
4.02,36998,1047,Robert Aickman,14109
4.13,3305514,1527,Cheryl Rainfield,15215
4.16,115040,590,Michael York,12861
3.85,6535659,16556,Cora Carmack,187683
3.98,7202492,547,Holly Kelly,3784
3.88,4925996,344,Sherry Soule,1011
3.8,269168,572,Autumn Dawn,9638
4.0,6446311,241,Rusty A. Biesele,382
3.83,1124030,239,Matt Curtis,426
3.93,1276258,350,Maggie Toussaint,1394
3.76,4094993,301,Daniele Lanzarotta,2143
3.66,85623,74,Linda Zuckerman,318
3.8,20058,1669,Steven Barnes,30515
4.07,363130,15389,Ben Aaronovitch,170266
3.56,6815,995,August Strindberg,22879
4.12,4101698,1933,Julie Plec,116054
3.87,5145815,608,Nina Berry,2791
4.03,6551703,1164,Lindsey Fairleigh,11706
3.71,3475793,899,Sasha L. Miller,7844
3.89,8658,5928,Peter Sis,72686
4.01,7906727,2296,V.M. Black,17129
4.0,8686,1464,James Mallory,38586
4.01,90340,2711,Stephen Leather,43930
3.71,3464665,1203,Shona Husk,7468
4.08,5430378,3310,C.J. Daugherty,30850
4.05,233300,244,Kerry Nietz,950
4.08,732829,3009,Yuu Watase,199258
3.7,215177,389,Juliet E. McKenna,5393
4.02,8360,9255,Nancy Farmer,110771
3.92,79006,372,Kaye Umansky,2266
3.9,746045,495,S.W. Hubbard,4634
3.95,8161,2144,Julius Lester,14286
3.84,72748,426,Jonathan Wright,2716
4.11,7111227,516,Desni Dantone,7424
4.11,8193655,2052,Amy Daws,10256
3.93,150270,2177,Dana Marton,16215
4.22,3470,2498,Robin Furth,132294
4.1,70532,331,Hiroyuki Asada,12421
4.26,106464,322,Matsuri Akino,19436
3.96,104514,2289,Sarah McCarty,31265
3.78,140778,228,R. Chetwynd-Hayes,3423
4.01,52005,837,Manly Wade Wellman,12958
4.04,2995925,2024,M.R. James,27753
3.72,48325,352,Jessica Amanda Salmonson,5453
3.91,941329,502,A.M. Burrage,6268
3.91,6427501,1805,C.C. Wood,14691
3.93,5038699,2685,Alexia Purdy,17471
3.92,7047768,155,Eliza Tilton,373
3.77,171618,852,Edith Pearlman,5354
3.76,58997,2179,Edward Lee,27929
4.3,20105,5504,Joseph Campbell,207616
4.01,468149,187,Shane Hegarty,776
3.9,105442,1839,Ralph Cosham,7014
3.82,46138,4315,Ellen Datlow,48949
3.82,330853,732,Katherine Vaz,6983
3.9,24,4066,Delia Sherman,43594
3.94,2847546,1125,Angela Slatter,4652
3.82,107744,1593,Richard Bowes,14668
3.68,1207458,1472,Kaaron Warren,7893
3.7,4127611,1046,Matthew Kressel,7468
3.76,4538187,374,Priya Sharma,2297
3.76,17062,551,Vickie Taylor,16941
4.02,3041100,13455,Andrea Cremer,172731
4.02,59844,237,David Kelly,1115
3.81,3127068,410,Hassan Blasim,2129
4.12,3247178,568,Amy Patrick,6245
4.1,14001187,1185,M.J. Haag,12277
3.99,162678,1932,Alexis Morgan,26509
3.81,163203,5964,Tiina Nunnally,74000
4.07,11210,1207,Les Edwards,18250
4.09,1909134,960,Andrea Pearson,3586
3.85,67481,5112,Colleen Gleason,39467
3.67,1282287,189,Lisa Grace,1281
3.89,26875,2022,Margaret Mahy,18268
3.83,5806251,386,Ashley Capes,1099
3.58,4611175,1859,Leigh Fallon,14427
3.94,44524,50915,Brett Helquist,1538595
3.95,10087,4805,Bruce Coville,101085
3.94,7580817,361,Marina Dyachenko,5542
3.94,7580816,361,Sergey Dyachenko,5527
3.97,5791,27860,Max Brooks,461300
3.95,39099,4675,Jerry Pournelle,151815
4.02,7074943,53453,Victoria Aveyard,489585
3.6,2909124,438,E. Van Lowe,2513
4.26,5951,7915,Jeff Smith,206926
3.92,5625945,4420,Jessica Khoury,26239
4.15,5360651,148,Stephanie Keyes,294
4.06,95190,11964,Chris Grabenstein,87129
3.85,235,13929,Thomas Pynchon,173471
4.07,780120,9494,Soman Chainani,73949
4.12,170985,913,Adam Blade,23702
4.55,15081438,169,Shelly Brown,260
3.88,4719155,814,Sarah Diemer,6952
4.05,5775185,1432,Ryunosuke Akutagawa,17616
3.47,4386644,167,Scott Holst,448
3.87,1162045,663,Sina Grace,4679
3.97,336058,2801,Lisa Shearin,36909
4.43,107761,977,Eric Wilson,42996
3.95,272922,2282,Joyce Lavene,11932
3.95,3525857,2172,Jim Lavene,11005
3.93,14032,19421,Connie Willis,160842
3.81,7914032,450,Jenny T. Colgan,2301
3.73,5137209,624,KaSonndra Leigh,1839
4.35,4241741,4108,Anna Lowe,10958
3.6,98411,645,Rebecca Moesta,36213
3.94,241301,2410,Lynn Viehl,37632
3.92,57462,8206,Eva Ibbotson,105401
3.71,6466294,795,Bianca Amato,2921
4.08,14219,4645,John Ringo,155657
4.11,10517,12015,David Weber,388675
3.98,9615,2080,Jody Lynn Nye,62660
3.54,60459,16921,Laura Lippman,147257
3.87,54201,2287,Kai Meyer,32691
3.67,31775,350,Risa Green,2259
3.96,6075640,1024,Lesley M.M. Blume,5943
4.22,2968098,239,Marc Scott Zicree,2490
3.56,5786003,58,Barbara Brooke,193
3.81,36730,60,Jeanie Cesarini,899
3.97,5300258,1752,Traci Odom,24026
3.89,41762,3800,Lisa Marie Rice,48106
3.8,19006,4118,Bob Mayer,56496
3.82,52050,4543,Brian Keene,57550
3.73,2884780,7396,Malinda Lo,55959
3.78,91168,1023,Susanne Winnacker,6987
3.98,2465550,2541,Jean Johnson,40478
3.85,3522214,216,Pembroke Sinclair,390
4.14,5351,3075,Chris Fabry,40159
4.17,7170947,4960,Ryan Michele,41929
3.95,3462566,65,LeAnn Neal Reilly,362
3.95,3046613,80970,Ransom Riggs,942036
4.13,3143450,764,Sean Runnette,5035
3.82,14115493,322,Michael       Lawrence,4208
4.24,6430924,211,Lavinia Urban,520
3.91,27205,1055,Jeff Mariotte,19505
4.01,1567394,2164,Matthew Woodring Stover,47021
3.96,6456912,4008,Heather Demetrios,22310
4.0,6914204,13002,Robin LaFevers,124821
4.18,3198547,230,Ellen C. Maze,547
3.79,175137,1254,Barbara Samuel,11175
4.21,31712,66008,Ernest Cline,522377
