book_id,title,num_pages,publication_year,average_rating,text_reviews_count,ratings_count,title_without_series,similar_books
16180723,"Bid the Gods Arise (The Wells of the Worlds, #1)",478.0,2012.0,4.19,31,57,"Bid the Gods Arise (The Wells of the Worlds, #1)","['13572358', '16166626', '15720807', '13296330', '3051741', '16000213', '14289303', '25390931', '20589110', '8116153', '16155612', '6544353', '24832354', '18458653', '25596029', '10634310', '15740507', '17164257']"
685529,The Wizard's Tale,,,3.88,33,176,The Wizard's Tale,"['1000846', '726497', '12075523', '977889', '11606508', '142310', '191193', '8381942', '1304644', '102326', '833683', '13537853', '9865936', '422955', '340077', '11257298', '476898', '11129118']"
25667027,The Inn Between,208.0,2016.0,3.73,164,475,The Inn Between,"['23208665', '25810641', '25897746', '25081701', '25488299', '27065769', '25817346', '20790777', '25311520', '26813380', '24795920', '25689011', '24885694', '25777460', '23309600', '13262753', '25776235', '25817038']"
768287,The Swan Maiden,,,3.63,133,1894,The Swan Maiden,"['11594370', '740744', '81516', '3610689', '2124206', '6055694', '4862337', '6609571', '457350', '1932042', '7823691', '499485', '10471419', '650125', '8675835']"
10395530,"The Daylight War (Demon Cycle, #3)",803.0,2013.0,4.23,33,250,"The Daylight War (Demon Cycle, #3)","['17608111', '12499290', '12527544', '14759319', '12759057', '10790277', '17737893', '18486037', '7812372', '18138189', '12928605', '12891107', '12395241', '18657632']"
6659604,Illyria,135.0,2010.0,3.31,248,923,Illyria,"['6687774', '6783133', '6903857', '47887', '546132', '39747', '7389741', '341931', '7507907', '7152646', '260390', '754333', '11966692', '12110901', '6926414', '7683302', '6683553', '19027615']"
7969452,"Fury of the Phoenix (Kingdom of Xia, #2)",362.0,2011.0,3.97,152,878,"Fury of the Phoenix (Kingdom of Xia, #2)","['21461089', '7795696', '14342606', '9666870', '5646082', '15986094', '8471992', '6289599', '6768413', '7825292', '7670661', '8428103', '11170698', '6443493', '7726036']"
30751286,Snape: A Definitive Reading,305.0,2016.0,4.42,33,134,Snape: A Definitive Reading,[]
9597831,"Breath of Angel (The Angelaeon Circle, #1)",277.0,2011.0,3.65,87,300,"Breath of Angel (The Angelaeon Circle, #1)","['6544353', '7879322', '11566745', '9465677', '7760896', '11050827', '7832957', '6764254', '8116153', '9704083', '8259397', '12962037', '10861110', '9519916', '3051741', '9756931', '18983572', '11799123']"
940127,"The Tenth Power (The Chanters of Tremaris, #3)",306.0,,4.05,136,4344,"The Tenth Power (The Chanters of Tremaris, #3)","['428300', '97969', '617810', '2550219', '6418414', '294936', '590323', '798539', '248377', '81121']"
4640134,"Seven for a Secret (New Amsterdam, #2)",128.0,2009.0,3.72,46,343,"Seven for a Secret (New Amsterdam, #2)","['8547207', '6234428', '4723066', '8588957', '7717708', '102137', '6471678', '2414574', '362021', '580446', '2010579', '8087046', '2473860', '9519738', '10176352', '7863194', '6402375', '8058261']"
13518388,"King's Warrior (The Minstrel's Song, #1)",424.0,2012.0,3.84,37,62,"King's Warrior (The Minstrel's Song, #1)","['16041031', '18039598', '23403390', '13256819', '20894732', '20561916', '7114914', '17444334', '22907226', '16300445', '16300814', '24531333', '16219007', '12121575', '10790458']"
6064622,"Violet Wings (Violet Wings, #1)",368.0,2009.0,3.93,90,734,"Violet Wings (Violet Wings, #1)","['5985683', '6681614', '6618023', '7251081', '5955666', '6781788', '6261472', '12463388', '6261394', '6064635', '8465405', '15786171', '1030208', '13454620', '7280472', '13510106', '5895933', '84082']"
25647300,Down with the Shine,355.0,2016.0,3.53,266,955,Down with the Shine,"['28259094', '28512629', '20652096', '25742635', '17735579', '25760792', '22840374', '25659436', '25165389', '24574656', '25812109', '13260524', '28220892', '25502639', '21843165', '27405351', '23566912', '25810644']"
6734395,"Out of the Darkness (Offspring, #2)",384.0,2009.0,3.93,45,484,"Out of the Darkness (Offspring, #2)","['6087903', '7880149', '7553944', '6503152', '6957624', '6614280', '7095690', '7641961', '5282692', '4103282', '7101968', '7202969', '8396758', '7404829', '7106633', '6590335', '9686423', '7099468']"
10793020,"Winter's Shadow (Winter Saga, #1)",424.0,2011.0,3.68,192,1549,"Winter's Shadow (Winter Saga, #1)","['9433912', '11399605', '8562584', '9702149', '9015663', '10679230', '11740889', '9519916', '10388796', '10928022', '11953675', '10165036', '11814613', '11019430', '10211811', '12349760', '10535171', '8159643']"
25908720,Pokergeist,142.0,2015.0,4.17,79,109,Pokergeist,"['24821088', '17238264', '23459903', '16119167', '16102176', '24949090', '17929809', '25268052', '19489642', '13187619', '18718039', '18887354', '18189790', '25614709', '15702411', '14761550', '26077285']"
15980368,"Stalked by Death (Touch of Death, #2)",235.0,2013.0,3.76,48,218,"Stalked by Death (Touch of Death, #2)","['35444008', '13597760', '13541871', '13610402', '32182449', '16045763', '9732136', '16193519', '17371981', '15841140', '13551557', '15733144', '13136967', '13425802', '15705693', '16075949', '16068631', '14448616']"
25194442,"The Sons of Thestian (The Harmatia Cycle, #1)",550.0,2015.0,4.15,34,89,"The Sons of Thestian (The Harmatia Cycle, #1)","['28251795', '25450286', '22082082', '34506912', '28217802', '12435769', '31938167', '20629838', '25181809', '644945', '25837167', '20702399', '20625032', '11117020', '13159993', '16153997', '20817358']"
30240799,Leopard's Kiss (Shadow Guardians #1),,2016.0,4.11,43,104,Leopard's Kiss (Shadow Guardians #1),"['27828473', '25532984', '26814821', '23574894', '10992228', '23643952', '25392004', '18805378', '27573204', '25515353', '29926812', '23359050', '22675602', '13639960', '28153615', '29860465']"
9444221,Crimson Sunrise (Crimson Trilogy #2),,2012.0,4.12,31,336,Crimson Sunrise (Crimson Trilogy #2),"['24156950', '23438958', '6100301', '8547975', '16038173', '9839081', '7061966', '17974764', '18131954', '21413206', '22694565', '22797672', '17264339', '18663998', '18740852', '18072494', '21840934']"
27416143,Gravity Falls: Journal 3,288.0,2016.0,4.77,160,1204,Gravity Falls: Journal 3,"['29634931', '74464', '409892', '29564630', '20935190', '27414475', '27268680', '25936213', '7464348', '29589074', '307037', '20493646', '16030633', '18296902', '21413938', '36137', '15719387']"
27416146,"Return to the Isle of the Lost (Descendants, #2)",320.0,2016.0,4.04,432,3210,"Return to the Isle of the Lost (Descendants, #2)","['20894040', '18764360', '25318858', '23339814', '25879858', '23507758', '28220436', '26031261', '23658272', '27237703']"
15808401,"The Heart of a Hero (Spellbound Falls, #4)",353.0,2013.0,4.28,89,1057,"The Heart of a Hero (Spellbound Falls, #4)","['13547232', '15985376', '25654640', '7816298', '9710447', '18898745', '6028266', '9645576', '17287911', '1479504', '23510367', '662830']"
7863163,"Queen of Shadows (Shadow World, #1)",389.0,2010.0,3.87,413,5701,"Queen of Shadows (Shadow World, #1)","['2888973', '8200504', '6283478', '9795263', '6329335', '7052533', '9633188', '4507203', '6803525', '7618386', '7717938', '7081899', '6379951', '7759629', '6967958', '5586134', '6318238', '6257500']"
7489851,"Earth to Hell (Journey to Wudang, #1)",615.0,2010.0,4.08,72,1629,"Earth to Hell (Journey to Wudang, #1)","['1880610', '2156525', '12929160', '16668339', '6661918', '17225973', '6343247', '8305689', '10774671', '12837634', '28354793', '6621968', '4141898', '8679140', '2470411']"
10558499,"Magic on the Line (Allie Beckstrom, #7)",345.0,2011.0,4.16,146,3657,"Magic on the Line (Allie Beckstrom, #7)","['9300749', '9510753', '12305703', '7964129', '9943501', '13630629', '10290243', '11019938', '9879200', '8496901', '8202714', '10789138', '11741287']"
9182478,"Hourglass (Hourglass, #1)",390.0,2011.0,3.8,2268,17717,"Hourglass (Hourglass, #1)","['13584415', '8542996', '7656231', '8673931', '8715787', '8685644', '6963749', '12087573', '6931344', '9535352', '8715032', '9256414', '6933138', '7497552', '7916204', '8100422', '10841336', '7948945']"
4807975,"Fang of the Vampire (Scream Street, #1)",160.0,2008.0,4.14,57,553,"Fang of the Vampire (Scream Street, #1)","['7645586', '10096884', '3247548', '13531094', '8712426', '2653412', '11768204', '12285415', '18770342', '6871059', '1540371', '23292900', '3607393', '16243148', '281894', '2892833', '7812745']"
289740,"The Looking Glass Wars (The Looking Glass Wars, #1)",376.0,2005.0,3.93,71,528,"The Looking Glass Wars (The Looking Glass Wars, #1)","['10977951', '3598195', '12979788', '394724', '170136', '112968', '81153', '725806', '613939', '248309', '1871863', '7179686', '6124802', '2866413', '274868', '81516']"
12786908,Costume Not Included,378.0,2012.0,3.7,34,290,Costume Not Included,"['20654132', '12328193', '12844415', '49611', '11500077', '11806282', '6615599', '12627600', '12648435', '371031', '11100445', '11395017', '23674259', '16059443', '17612781', '11842057', '8488164', '16125774']"
22544926,Spirits Abroad,284.0,2014.0,4.21,73,260,Spirits Abroad,"['18096579', '16099589', '22162129', '22029529', '768119', '28963596', '17131859', '23846151', '17182955', '12005736', '168860', '22735855', '15830647', '7038849', '534595', '10302416', '15795746', '20338840']"
11308387,"Hereafter (Hereafter, #1)",404.0,2011.0,3.72,41,141,"Hereafter (Hereafter, #1)","['13584415', '7656231', '10429015', '8715787', '8685644', '8715032', '9462784', '8100422', '6963749', '8428110', '8428050', '12087573', '7737852', '8567502', '8308455', '8685622', '10388796', '8527908']"
8546671,Seducing the Vampire,,,3.74,65,410,Seducing the Vampire,"['7739803', '9876474', '9533338', '10379766', '9697503', '10060012', '8460077', '11484350', '9363135', '8520551', '12686934', '34394529', '18143144', '9972389', '9569670', '8804055', '8369784', '10992270']"
5577077,"Forbidden Nights with a Vampire (Love at Stake, #7)",371.0,2009.0,4.26,306,10466,"Forbidden Nights with a Vampire (Love at Stake, #7)","['3479', '1422252', '5132915', '293616', '6583205']"
8626241,"Rise of the Wolf (Wereworld, #1)",432.0,2011.0,4.2,275,2888,"Rise of the Wolf (Wereworld, #1)","['6750305', '9683241', '7824013', '11886571', '17213837', '6856825', '11221338', '7723486', '8433024', '747587', '17279913', '769515', '17131789', '2987384', '8130501', '13531506', '13264490', '6784960']"
7507908,The Replacement,343.0,2010.0,3.56,2321,16108,The Replacement,"['13574710', '10066415', '7247856', '6505358', '6461779', '8471992', '6422595', '7775663', '6594657', '7023081', '8664283', '9415956', '8543252', '12087573', '7179686', '7130788', '6064646', '8299165']"
30248,"Narcissus in Chains (Anita Blake, Vampire Hunter, #10)",644.0,2002.0,3.89,898,46952,"Narcissus in Chains (Anita Blake, Vampire Hunter, #10)","['74046', '30260', '1704159', '6587387', '7662235', '3123162', '1233478', '85744']"
30240,"A Caress of Twilight (Merry Gentry, #2)",348.0,2005.0,4.05,543,30295,"A Caress of Twilight (Merry Gentry, #2)","['74046', '30259', '5974150', '85855', '6782468', '1233478']"
30243,"Seduced by Moonlight (Merry Gentry, #3)",409.0,2005.0,4.05,362,26648,"Seduced by Moonlight (Merry Gentry, #3)","['74046', '207365', '6590600', '30260', '1274345', '11919']"
30245,"Cerulean Sins (Anita Blake, Vampire Hunter, #11)",529.0,,3.84,669,41076,"Cerulean Sins (Anita Blake, Vampire Hunter, #11)","['6986858', '85744', '6590600', '30260', '5928023', '2220889', '2590041', '4894646']"
20893366,"Closer to Home (The Herald Spy, #1)",361.0,2014.0,3.98,226,2051,"Closer to Home (The Herald Spy, #1)","['18777371', '16130373', '17334535', '13578466', '806789', '7989625', '22051166', '17622933', '15808618', '18136617', '20893315', '15808613', '18757501', '18249280', '17340100', '16033642', '1124123', '15808866']"
6294228,"Hot for the Holidays (Includes: Mageverse, #5.5; Breeds, #19;  Wolf Breeds, #6; Stormwalker, #0.5; Dark Magick, #0.5)",344.0,2009.0,4.04,204,5383,"Hot for the Holidays (Includes: Mageverse, #5.5; Breeds, #19;  Wolf Breeds, #6; Stormwalker, #0.5; Dark Magick, #0.5)","['519655', '519663', '2210686', '357096', '62319', '6507911', '313268', '362926', '2113972', '362204', '6453240', '6100842', '362206']"
32873790,The Talented Ribkins,292.0,2017.0,3.66,53,165,The Talented Ribkins,[]
5790991,"Werewolf versus Dragon (An Awfully Beastly Business, #1)",192.0,2009.0,3.79,34,188,"Werewolf versus Dragon (An Awfully Beastly Business, #1)","['293426', '3607393', '314', '6518753', '704172', '11001331', '6799636', '7092508', '700349', '8906087', '6570052', '10221908', '363036', '23493371']"
13541721,Any Love But Mine,290.0,2012.0,3.44,81,108,Any Love But Mine,"['13231662', '13008014', '13015779', '13047878', '15986049', '12096342', '16287785', '16249378', '13157568', '16143306', '17289823', '16150235', '16141658', '15132690', '11761921', '10798654']"
114190,Moon Shadows,360.0,2004.0,3.9,31,1485,Moon Shadows,"['114156', '2027326', '533100', '7619815', '616883', '1290613', '3388855', '93570', '866937', '446699', '1233375', '13643468', '1054073', '2237893', '7090670', '362926']"
18770411,Magic for Beginners: Stories,330.0,2014.0,3.83,72,226,Magic for Beginners: Stories,"['11526573', '16078549', '2819368', '287109', '13539171', '39747', '17367172', '8130322', '7163862', '166570', '20919846', '2216132', '46205', '912911', '424609', '12970063', '102878', '7778983']"
18961360,"The Girl Who Raced Fairyland All the Way Home (Fairyland, #5)",308.0,2016.0,4.5,222,979,"The Girl Who Raced Fairyland All the Way Home (Fairyland, #5)","['11708356', '22504710', '23380228', '28963596', '23011835', '17667054', '20736850', '10190958', '669027', '17465485', '818806', '11965823', '16059409', '15937716', '25696314', '13247714', '19027615', '24953627']"
18961361,"The Boy Who Lost Fairyland (Fairyland, #4)",235.0,2015.0,4.14,318,1611,"The Boy Who Lost Fairyland (Fairyland, #4)","['11708356', '18332010', '22504710', '22595423', '28963596', '13455485', '12666103', '17465485', '19520987', '9574670', '13595635', '21893608', '17667054', '25696314', '818807', '5978834', '18599852', '16059409']"
13572828,"Fairy Tail, Vol. 01",208.0,2012.0,4.4,41,321,"Fairy Tail, Vol. 01","['2879', '364955', '6406018', '1493253', '568454', '824763', '832225', '9876989', '4634266', '780845']"
17285883,"The Undead Pool (The Hollows, #12)",423.0,2014.0,4.43,1520,17353,"The Undead Pool (The Hollows, #12)","['17566969', '15748529', '17562900', '11544421', '15837539', '12528745', '12620451', '12958042', '12305703', '15833153', '13594842', '12084655']"
20886354,"Skin Deep (Legion, #2)",208.0,2014.0,4.11,704,8595,"Skin Deep (Legion, #2)","['25656828', '18569078', '25807691', '18757740', '16130317', '16109478', '25156064', '21805681', '19355357', '20919846', '22756712', '15832300']"
28175701,"The Shadow Queen (Ravenspire, #1)",390.0,2016.0,3.76,59,188,"The Shadow Queen (Ravenspire, #1)","['24657660', '28448239', '24485589', '22428707', '22065067', '26074185', '23495112', '13551358', '27064385', '21936937', '24574656', '21421609', '27414431', '23677316', '23253083', '28220892', '20652096', '23203252']"
17797431,"Swords of Good Men (The Valhalla Saga, #1)",352.0,2013.0,3.58,67,330,"Swords of Good Men (The Valhalla Saga, #1)","['6096012', '18332123', '17680025', '13377719', '11741249', '17976172', '11102997', '12012003', '943289', '17623344', '17879401', '18454837', '13279692', '22463760', '16235128', '16613978', '17571700']"
1536818,Just Ella,185.0,1999.0,3.75,103,1240,Just Ella,"['444328', '794615', '544315', '394724', '2422837', '7199667', '539112', '2153427', '6609571', '81131']"
1172383,"Demon Thief (The Demonata, #2)",275.0,2006.0,4.14,55,547,"Demon Thief (The Demonata, #2)","['2870651', '7059697', '6633007', '282296', '293527', '282240', '624716', '469491', '7869757', '784217', '578184', '1798649', '176556', '256598']"
362496,"The Curse of Chalion (Chalion, #1)",19.0,2004.0,4.16,33,79,"The Curse of Chalion (Chalion, #1)","['367336', '11938', '15177', '618196', '17316', '97960', '342659', '10193060', '104101', '17910048', '13627169', '69169', '1961496', '70581', '590349', '208', '176306']"
92065,Smoke and Mirrors,384.0,2000.0,4.05,35,414,Smoke and Mirrors,"['3465594', '397400', '499415', '186420', '15161', '194719', '597659', '763471', '175248', '66659', '126437', '499214', '249855', '102878', '22343']"
22909812,"The Burning Hand (The Orphan Queen, #0.3)",,2015.0,3.88,39,310,"The Burning Hand (The Orphan Queen, #0.3)","['24664352', '20705736', '22604923', '17936738', '23304663', '23582485', '18518522', '23475666', '18652243', '22752758', '16148645', '22011880', '28668275', '22547937', '17368140', '13412387', '22913616', '18459797']"
260025,"Test of the Twins (Dragonlance: Legends, #3)",320.0,2004.0,4.16,165,21376,"Test of the Twins (Dragonlance: Legends, #3)","['92904', '534476', '534480', '26577', '478759', '235474', '425608', '590813', '309644', '92871']"
4497883,"Second Skin (Nocturne City, #3)",352.0,2009.0,3.77,67,1584,"Second Skin (Nocturne City, #3)","['4791054', '3071808', '2737931', '2986876', '676904', '8202714', '5525372', '5040403', '7101579', '2321839', '3080647', '3204104', '4360147', '6381988', '6052510']"
22740195,The World of Ice and Fire: The Untold History of Westeros and the Game of Thrones,326.0,2014.0,4.26,72,792,The World of Ice and Fire: The Untold History of Westeros and the Game of Thrones,"['2029361', '18249394', '20980941', '14553832', '23847904', '13033955', '13329738', '13536349', '16098764', '77563', '16084419', '690949', '17151982', '18490602', '7346', '22934483', '18196045', '23168762']"
146744,"Jewel of Atlantis (Atlantis, #2)",377.0,2006.0,4.01,183,7956,"Jewel of Atlantis (Atlantis, #2)","['6294553', '11178774', '5282692', '2423981', '846616', '6056519', '5075964', '30199', '11308086', '279524', '10802904']"
9840319,"Twilight Prophecy (Wings in the Night, #17) (Children of Twilight, #1)",392.0,2011.0,4.09,61,676,"Twilight Prophecy (Wings in the Night, #17) (Children of Twilight, #1)","['219294', '8642589', '9094324', '10088540', '13110462', '12456525', '12697251', '9682967', '8312956', '7278120', '12435871', '16130183', '8639854', '30126844', '7975977', '9665047', '6648822', '12473227']"
12700342,The Peculiars,354.0,2012.0,3.29,382,1699,The Peculiars,"['12810754', '13533669', '12988074', '9277339', '12384990', '10508424', '13152672', '12795973', '5623269', '13355017', '8171792', '13380680', '12971643', '8918559', '15849472', '15799424', '13584816', '9360232']"
9111100,"Prospero Regained (Prospero's Daughter, #3)",476.0,2011.0,3.84,37,227,"Prospero Regained (Prospero's Daughter, #3)","['9601082', '9694311', '18144060', '6665902', '9505613', '26094764', '152328', '18490534', '16206036', '13565721', '13012071', '1288118', '503156', '16059450', '7824059', '6596708', '1200626', '12046013']"
11250674,"Wander Dust (The Seraphina Parrish Trilogy, #1)",374.0,2011.0,3.75,287,2042,"Wander Dust (The Seraphina Parrish Trilogy, #1)","['13506133', '11948797', '13011828', '28599556', '11285669', '12567090', '12475742', '11815829', '11878534', '12129021', '13645671', '11551803', '18306031', '11778281', '13495006', '13494086', '12111260']"
62479,"Servant of the Shard (Forgotten Realms: Paths of Darkness, #3; The Sellswords, #1)",,,4.15,110,9799,"Servant of the Shard (Forgotten Realms: Paths of Darkness, #3; The Sellswords, #1)","['362053', '2082906', '291489', '291693', '1143641', '529581', '66691']"
20800297,Anointed,410.0,2014.0,3.74,36,61,Anointed,"['20519465', '19366593', '21976885', '17264134', '17605428', '23640554', '17706080', '18490727', '15811646', '18633587', '19945298', '16110881', '27761757', '24612069', '9478500', '18656526', '17238264', '23293731']"
26721642,Otter Chaos,276.0,2015.0,3.73,34,86,Otter Chaos,"['26107909', '18247519', '26004738', '22877977', '23492162', '28219642', '23513051', '21894447', '18221995', '16173627', '23264409', '11775068', '8008253', '24616206', '25925069', '24059711', '22747375', '20661841']"
6614238,Love in the Time of Dragons (Light Dragons #1),331.0,,3.95,327,4791,Love in the Time of Dragons (Light Dragons #1),"['34901', '6582636', '3294488', '10482488', '6367137', '17907415', '3295696', '7560658', '15757065', '6979554', '2224451', '9665450', '673946', '17567995', '8272997']"
29160,"Brothers in Arms (Dragonlance: Raistlin Chronicles, #2)",476.0,1999.0,4.03,62,5925,"Brothers in Arms (Dragonlance: Raistlin Chronicles, #2)","['92902', '91568', '26576', '92873', '1107855', '243950', '92885', '534488', '309644', '962899']"
29169,"DragonLance: Legends Trilogy (Dragonlance: Legends, #1-3)",1216.0,2002.0,4.3,35,1644,"DragonLance: Legends Trilogy (Dragonlance: Legends, #1-3)","['362725', '534476', '213027', '758560', '534496', '534480', '243950', '92876', '26576', '321826', '92898', '478759', '309644']"
25973595,"Sands (Sharani series, #1)",283.0,2015.0,3.83,46,244,"Sands (Sharani series, #1)","['29595531', '29337250', '27242522', '26807371', '12305088', '26214548', '27218553', '3356539', '22836402', '29962194', '17183525', '30634709', '24202316', '25206552', '12412353', '30116307', '25680525']"
8537082,"The Shadow of the Soul (The Dog-Faced Gods, #2)",389.0,2011.0,3.94,32,247,"The Shadow of the Soul (The Dog-Faced Gods, #2)","['11774541', '22523234', '17557764', '28443835', '24611470', '25118721', '9161300', '25255605', '14580791', '25350122', '7463252', '20759421', '17971485', '9760701', '18215470', '14475633', '13721357', '10790801']"
7293120,"The Strange Affair of Spring Heeled Jack (Burton & Swinburne, #1)",511.0,2010.0,3.68,524,4661,"The Strange Affair of Spring Heeled Jack (Burton & Swinburne, #1)","['6922360', '6066181', '645954', '8253037', '9766156', '421130', '8180231', '2302159', '8198773', '8129662', '7846430', '580446', '9645260', '10575783', '2971026', '2414574', '8547207', '2412562']"
6600807,"Jealousy (Strange Angels, #3)",316.0,2010.0,4.15,678,21546,"Jealousy (Strange Angels, #3)","['6544193', '9369687', '8487363', '8662410', '7801124', '10308452', '39346', '7091713', '6598207', '7696564', '7966006', '8471992', '9640042']"
8180231,The Horns of Ruin,268.0,2010.0,3.5,79,620,The Horns of Ruin,"['8253037', '9766156', '6922360', '9645260', '9931989', '8547207', '7819820', '10575783', '9740847', '580446', '8058261', '2302159', '1296444', '3259963', '7912998', '8129662', '2971026', '2693142']"
20518867,"Heritage of Cyador (The Saga of Recluce, #18)",528.0,2014.0,4.21,59,657,"Heritage of Cyador (The Saga of Recluce, #18)","['20491017', '18757501', '18143937', '21860947', '13542374', '21855894', '25027342', '23962543', '2429360', '7241985', '13123724', '1022738', '8476109', '18189310', '24901214', '18811990', '18490615', '17252100']"
20518868,"Fear City (Repairman Jack: The Early Years, #3 )",368.0,2014.0,4.24,57,431,"Fear City (Repairman Jack: The Early Years, #3 )","['18114070', '16068999', '22113811', '16059374', '14580791', '15783066', '18935454', '26831847', '13515091', '2534306', '28370431', '17561943', '26510970', '22570830', '25923906', '1055882', '28386194', '12431622']"
96981,Xone of Contention (Xanth #23),,,3.74,33,2568,Xone of Contention (Xanth #23),"['74294', '17455456', '35115', '26531633', '289572']"
96980,"Centaur Aisle (Xanth, #4)",304.0,1997.0,3.77,130,15591,"Centaur Aisle (Xanth, #4)","['552344', '92845', '981781', '498478', '23399', '390172']"
96984,Zombie Lover (Xanth #22),352.0,1999.0,3.78,33,4072,Zombie Lover (Xanth #22),"['5248440', '584363', '19605', '17455456', '260073', '856652', '92845', '1404014', '498457', '317487', '614558']"
16101063,"Phoenix (Black City, #2)",368.0,2013.0,4.11,83,234,"Phoenix (Black City, #2)","['13063813', '14759331', '24457914', '17286745', '17924944', '15520672', '15784722', '17331289', '13399046', '13599291', '18041321', '12040782', '11974187', '13188615', '13540881', '17332261', '15811135', '16074322']"
22584190,"Half a King (Shattered Sea, #1)",,2014.0,3.98,35,92,"Half a King (Shattered Sea, #1)","['18458800', '18657632', '20646731', '18947303', '15768369', '18513718', '17737893', '18693743', '12395241', '17707471', '17608111', '17910124', '22463760', '22875083', '24683898', '13486172', '17879401']"
18244920,"Etiquette and Espionage (Finishing School, #1)",307.0,2013.0,3.79,271,1244,"Etiquette and Espionage (Finishing School, #1)","['13327471', '5623269', '12899734', '12823329', '12004775', '14896828', '13085609', '13503445', '8918559', '17264584', '9515638', '13074999', '15822336', '10575783', '12988074']"
20757532,Shutter,384.0,2015.0,3.81,588,1950,Shutter,"['23014001', '17661402', '22456909', '19141361', '22718738', '23310749', '24789796', '23845997', '16006117', '4633273', '17788093', '22550839', '24727118', '19695718', '22032788', '18748653', '17787411', '20320562']"
8719737,The Silent Land,262.0,2011.0,3.62,584,2907,The Silent Land,"['9677572', '7171453', '7779048', '1788148', '10733317', '8581026', '511999', '8362315', '9045547', '13096218', '8389126', '1854160', '7988764', '2783748', '319262', '362854', '5356476', '13029036']"
7684939,"The Scarab Path (Shadows of the Apt, #5)",692.0,,4.01,67,1633,"The Scarab Path (Shadows of the Apt, #5)","['8480952', '10301749', '6004974', '11494565', '8752906', '6435253', '362814', '7893824', '10251958', '6065889', '6970707', '9329511', '946054', '13573402', '28664']"
34016909,A Blade So Black,,2018.0,3.97,51,109,A Blade So Black,[]
68493,"Assassin's Quest (Farseer Trilogy, #3)",838.0,1998.0,4.18,119,1451,"Assassin's Quest (Farseer Trilogy, #3)","['618198', '74271', '558681', '55443', '175983', '6065889', '181494', '28689', '395962', '827611', '91965', '304123', '541934', '104091', '568093']"
68495,"Iron Council (New Crobuzon, #3)",576.0,2005.0,3.69,572,9728,"Iron Council (New Crobuzon, #3)","['944555', '230853', '362021', '803599', '1386012', '304217', '2319381', '599160', '920795', '626854', '654617', '9514173', '278284', '40995', '2971026', '1062549', '828289', '25781']"
1603393,Earthly Pleasures,320.0,2008.0,3.67,67,261,Earthly Pleasures,"['20542832', '1685986', '13566062', '28669434', '360378', '2337248', '6377795', '358914', '2869119', '688579', '5795991', '335741', '6385735', '6512876', '10229008']"
16146215,"Demon Love Spell, Vol. 3",200.0,2013.0,4.22,36,814,"Demon Love Spell, Vol. 3","['9803042', '15800514', '15803925', '15803935', '6341565', '16146038', '6928713', '7991404', '10573812']"
10331050,"Touch of the Demon (Kara Gillian, #5)",440.0,2012.0,4.12,424,4856,"Touch of the Demon (Kara Gillian, #5)","['15710492', '11929939', '13630629', '10165210', '15710564', '12504228', '13547481', '9215658', '9862105', '10184403', '12889903', '9459103', '10094969', '18478835', '11195945']"
22618338,Carry the Knight,62.0,2014.0,3.58,39,57,Carry the Knight,"['25994736', '24621601', '18342839', '18453684', '23516350', '21928078', '17944664', '6592663', '22896542', '18242826', '12434581', '16126598', '13542294', '24764113']"
182342,Wolf Moon,245.0,2004.0,3.8,76,1343,Wolf Moon,"['6449596', '179177', '7517712', '298392', '764633', '6737776', '808690', '539519', '2987912', '2241870', '424457', '389098', '363468', '840219', '697179', '463033', '7143047']"
18809484,"Armageddon Outta Here (Skulduggery Pleasant, #8.5)",432.0,2014.0,4.45,118,1697,"Armageddon Outta Here (Skulduggery Pleasant, #8.5)","['22166276', '22456714', '20491002', '15826817', '350787', '25661865', '20318095', '17331396', '20696434', '22929538', '25019443', '26623240', '18873615', '22540275', '1121403', '21952769', '27832410']"
1731486,"Witch Blood (Elemental Witches, #2)",275.0,,3.9,156,2668,"Witch Blood (Elemental Witches, #2)","['1989153', '2420112', '6177424', '8497787', '5217231', '2381041', '3308839', '5525372', '5519449', '7874158', '6289926', '5999949']"
446945,Wrapt in Crystal,335.0,2000.0,3.52,66,1348,Wrapt in Crystal,"['50739', '1183875', '7547769', '8049196', '61912', '400535', '71419', '17451666', '567708', '1153229', '910723', '119831', '848565', '370118', '1118868', '6940211', '9765849', '642069']"
446946,"Reader and Raelynx (Twelve Houses, #4)",,,4.12,185,4280,"Reader and Raelynx (Twelve Houses, #4)","['3423435', '987508', '3720980', '13926', '285209', '111020', '458268', '222838', '66314', '6304351', '10487466']"
534595,Kalpa Imperial: The Greatest Empire That Never Was,246.0,2003.0,4.04,73,461,Kalpa Imperial: The Greatest Empire That Never Was,"['3477242', '9932050', '17131859', '644341', '17367172', '189109', '2216132', '7038849', '912911', '9564472', '20919846', '102878', '16054161', '68022', '23466296', '2065503', '230851', '12814333']"
6043781,"Blood of Elves (The Witcher, #3)",400.0,2009.0,4.23,594,9071,"Blood of Elves (The Witcher, #3)","['3471257', '1127545', '1128399', '2392113', '2108205', '1451628', '4446305', '1607259']"
23451034,"The Iron Ghost (The Copper Cat, #2)",544.0,2015.0,4.13,77,421,"The Iron Ghost (The Copper Cat, #2)","['22750124', '23524820', '22439662', '17696585', '25477263', '29276390', '15852498', '13516442', '30239227', '26819691', '13484185', '24581143', '17571741', '17190382']"
