,book_id,author_id
2499,141834,"[6815.0, 85149.0]"
2500,142023,[70853.0]
2501,142296,[8835.0]
2502,142652,[8730.0]
2503,142776,[82467.0]
2504,142778,"[51513.0, 3510823.0]"
2505,142884,[82540.0]
2506,143126,"[16839.0, 34161.0]"
2507,143180,[8685.0]
2508,143223,[36289.0]
2509,143224,[36289.0]
2510,143225,[36289.0]
2511,143226,[36289.0]
2512,143728,[23894.0]
2513,144006,[83267.0]
2514,144007,[83267.0]
2515,144012,[83267.0]
2516,144013,[7144810.0]
2517,144015,[83267.0]
2518,144109,[83308.0]
2519,144110,[83308.0]
2520,144112,[83308.0]
2521,144113,[83308.0]
2522,144116,[83308.0]
2523,144127,[83308.0]
2524,144258,"[83378.0, 126120.0]"
2525,144349,[34049.0]
2526,145134,"[10517.0, 34430.0]"
2527,145172,[26930.0]
2528,145386,"[9720.0, 426503.0, 426504.0]"
2529,146690,[84803.0]
2530,146744,[48192.0]
2531,146842,[19317.0]
2532,147646,[5194.0]
2533,147801,[74046.0]
2534,147842,[85545.0]
2535,147843,[85545.0]
2536,147844,[85545.0]
2537,147908,"[346732.0, 48960.0, 725899.0, 150432.0, 4601681.0, 15018.0, 4659292.0, 70454.0, 55409.0, 61914.0, 113942.0, 3619.0, 2924742.0]"
2538,147915,[346732.0]
2539,147917,[346732.0]
2540,148026,[44103.0]
2541,148205,[65471.0]
2542,148206,[65471.0]
2543,148213,[41942.0]
2544,148324,[85813.0]
2545,148809,[4432.0]
2546,149047,"[68331.0, 7779.0]"
2547,149055,[7779.0]
2548,149169,[2238.0]
2549,149267,"[3389.0, 133241.0]"
2550,149302,[8588.0]
2551,149338,[5339.0]
2552,149348,[61934.0]
2553,149839,[1654.0]
2554,149847,"[1654.0, 19439.0]"
2555,149863,"[1654.0, 4654216.0]"
2556,149864,"[1654.0, 19439.0]"
2557,149865,[1654.0]
2558,150739,"[36122.0, 268524.0]"
2559,150864,"[8795.0, 8164.0, 7245.0]"
2560,150932,[34828.0]
2561,151242,[22018.0]
2562,151370,[106.0]
2563,151723,[45309.0]
2564,152182,[59165.0]
2565,152185,[59165.0]
2566,152328,[45596.0]
2567,152427,[11889.0]
2568,153007,[9237.0]
2569,153008,[9237.0]
2570,153058,[40386.0]
2571,153175,[8588.0]
2572,153193,[1429808.0]
2573,153218,[6461009.0]
2574,153219,[6256.0]
2575,153220,[6461009.0]
2576,153779,[8596.0]
2577,153780,[8596.0]
2578,153781,[8596.0]
2579,153782,[8596.0]
2580,153783,[8596.0]
2581,153784,[8596.0]
2582,153785,[8596.0]
2583,153789,[8596.0]
2584,153792,[8596.0]
2585,153795,[8596.0]
2586,153797,[8596.0]
2587,153800,[8596.0]
2588,153838,"[88922.0, 59844.0, 1583937.0]"
2589,153849,"[5255014.0, 123344.0]"
2590,153850,"[5255014.0, 7308.0]"
2591,154105,[41942.0]
2592,155104,[1077326.0]
2593,155238,[3995.0]
2594,155291,[41942.0]
2595,155421,[41942.0]
2596,155459,[41942.0]
2597,156172,[5816.0]
2598,156199,[16086.0]
2599,156258,"[83308.0, 3912640.0]"
2600,156295,"[6268.0, 35022.0]"
2601,156299,[2594.0]
2602,156492,[1967.0]
2603,156766,"[1069006.0, 25523.0]"
2604,157055,[86265.0]
2605,157088,"[61693.0, 4601681.0]"
2606,157387,[91085.0]
2607,157526,[15292.0]
2608,157568,[15292.0]
2609,157569,[15292.0]
2610,157572,[15292.0]
2611,157799,"[95013.0, 570317.0]"
2612,157821,[23704.0]
2613,157876,[91382.0]
2614,158395,"[7025.0, 6543253.0]"
2615,158615,"[24830.0, 59749.0]"
2616,158785,"[92018.0, 416085.0]"
2617,158788,"[92018.0, 92019.0]"
2618,158992,"[92150.0, 126120.0]"
2619,159069,"[106.0, 3500.0]"
2620,159205,[7577.0]
2621,159206,[7577.0]
2622,159339,[7577.0]
2623,159424,[7577.0]
2624,159429,[7577.0]
2625,159436,[7577.0]
2626,159451,[7577.0]
2627,159501,[7577.0]
2628,159543,[7577.0]
2629,159575,[7577.0]
2630,159579,[7577.0]
2631,159750,[7577.0]
2632,159764,"[34408.0, 34409.0, 34410.0]"
2633,159816,"[92667.0, 5140429.0]"
2634,160149,"[9494.0, 406026.0]"
2635,160256,[12014.0]
2636,160414,[28375.0]
2637,160416,[93029.0]
2638,160859,"[15091.0, 3231.0]"
2639,160964,[25027.0]
2640,161037,"[14870.0, 262549.0]"
2641,161493,[4.0]
2642,161653,"[93726.0, 526807.0]"
2643,161657,"[93726.0, 526807.0]"
2644,161768,"[93791.0, 81433.0, 93790.0, 16024.0]"
2645,161887,[93858.0]
2646,162719,[14617.0]
2647,162898,[1244.0]
2648,163294,[6268.0]
2649,163716,[3565.0]
2650,163919,[19564.0]
2651,164312,"[9494.0, 20598.0]"
2652,164695,"[500718.0, 543628.0, 1110642.0]"
2653,164718,[5816.0]
2654,164719,[5816.0]
2655,164720,[5816.0]
2656,164721,[5816.0]
2657,164722,[5816.0]
2658,164726,[5816.0]
2659,165405,[13677.0]
2660,165414,[10746.0]
2661,165955,[42540.0]
2662,165964,"[39302.0, 10952.0, 138207.0]"
2663,166794,[46130.0]
2664,166797,[97045.0]
2665,167038,"[4788867.0, 4107044.0]"
2666,167061,[43784.0]
2667,168323,[2614.0]
2668,168441,"[10885.0, 120056.0]"
2669,168525,[16142.0]
2670,168540,[20560.0]
2671,169826,[73699.0]
2672,169867,[36122.0]
2673,169870,[36122.0]
2674,169871,"[36122.0, 268524.0]"
2675,169872,"[36122.0, 36175.0]"
2676,169873,"[36122.0, 855385.0]"
2677,169875,"[36122.0, 268524.0]"
2678,169878,"[36122.0, 36175.0]"
2679,169879,"[36122.0, 268524.0]"
2680,169880,[36122.0]
2681,169881,[36122.0]
2682,169885,[36122.0]
2683,169959,[8588.0]
2684,170136,[99117.0]
2685,170210,[17061.0]
2686,170293,[25477.0]
2687,170303,[25477.0]
2688,170453,[811.0]
2689,170604,"[1069006.0, 25523.0, 9685.0]"
2690,170605,"[1069006.0, 25523.0, 16461.0]"
2691,170608,"[1069006.0, 25523.0, 16461.0]"
2692,170609,"[1069006.0, 25523.0]"
2693,170758,[3387850.0]
2694,170762,[3387850.0]
2695,170970,[19564.0]
2696,170972,[589.0]
2697,171066,"[10089.0, 185899.0]"
2698,171125,"[40381.0, 3918323.0, 589.0]"
2699,171203,[99776.0]
2700,171471,[1023510.0]
2701,172257,[5816.0]
2702,172258,[5816.0]
2703,172262,[5816.0]
2704,172734,[100752.0]
2705,172740,[16024.0]
2706,172764,[7742.0]
2707,172773,[7742.0]
2708,172775,[7742.0]
2709,174948,[2413.0]
2710,175203,[656983.0]
2711,175248,[38951.0]
2712,175312,[1967.0]
2713,175348,[99650.0]
2714,175671,[8685.0]
2715,175983,[31232.0]
2716,176250,[10333.0]
2717,176252,[10333.0]
2718,176261,[10333.0]
2719,176267,[10333.0]
2720,176268,[10333.0]
2721,176274,[10333.0]
2722,176277,[10333.0]
2723,176304,[10333.0]
2724,176306,[10333.0]
2725,176308,[10333.0]
2726,176326,"[65335.0, 65334.0]"
2727,176327,"[65335.0, 65334.0]"
2728,176332,[25027.0]
2729,176334,[25027.0]
2730,176336,[25027.0]
2731,176402,[13730.0]
2732,176403,[13730.0]
2733,176405,[1967.0]
2734,176406,[1967.0]
2735,176408,[1967.0]
2736,176494,[11761.0]
2737,176506,[11761.0]
2738,176519,[11761.0]
2739,176520,[11761.0]
2740,176521,"[11761.0, 3920344.0]"
2741,176534,[11761.0]
2742,176543,[11761.0]
2743,176591,[7132534.0]
2744,176711,[45816.0]
2745,176754,[103028.0]
2746,176788,[8685.0]
2747,176789,"[8685.0, 8686.0]"
2748,176790,"[8685.0, 8690.0]"
2749,176796,[8685.0]
2750,176797,[8685.0]
2751,176802,[8685.0]
2752,176803,[8685.0]
2753,176804,"[8685.0, 8690.0]"
2754,176827,[8685.0]
2755,176843,"[8685.0, 8686.0]"
2756,176845,"[8685.0, 8690.0]"
2757,176846,"[8685.0, 19673.0, 34854.0]"
2758,176850,"[26.0, 8685.0]"
2759,176860,[8685.0]
2760,176867,"[4766.0, 8685.0]"
2761,176868,"[8685.0, 8688.0, 1917064.0]"
2762,176874,[8685.0]
2763,176876,[8685.0]
2764,176881,[8685.0]
2765,176891,[8685.0]
2766,176892,"[4766.0, 8685.0]"
2767,176896,"[8516.0, 8685.0]"
2768,176967,[103133.0]
2769,176972,"[8164.0, 7105.0, 180439.0]"
2770,177001,"[26.0, 16036.0]"
2771,177112,"[1069006.0, 25523.0]"
2772,177191,[8588.0]
2773,177250,[12980.0]
2774,177358,[106.0]
2775,177363,[106.0]
2776,177406,[103308.0]
2777,177434,[44003.0]
2778,177805,"[15873.0, 325203.0, 7848985.0]"
2779,177911,[26.0]
2780,177927,[26.0]
2781,177928,"[26.0, 34859.0, 832609.0]"
2782,177938,[26.0]
2783,177945,[26.0]
2784,177978,"[1654.0, 1221698.0]"
2785,178476,[71688.0]
2786,179033,[12980.0]
2787,179064,[49177.0]
2788,179182,"[51518.0, 104391.0]"
2789,179397,[104518.0]
2790,179406,"[63509.0, 170508.0]"
2791,179565,"[3242.0, 58401.0]"
2792,179576,[2413.0]
2793,179579,"[2413.0, 3292400.0]"
2794,179639,[3242.0]
2795,179668,[3242.0]
2796,179715,[27072.0]
2797,180411,[22543.0]
2798,180412,[22543.0]
2799,180426,[6268.0]
2800,180455,[105220.0]
2801,181010,[1654.0]
2802,181036,[1654.0]
2803,181087,"[410653.0, 190377.0, 230701.0]"
2804,181423,[33461.0]
2805,181424,[33461.0]
2806,181425,"[33461.0, 26291.0]"
2807,181426,[33461.0]
2808,181427,[33461.0]
2809,181431,[33461.0]
2810,181432,[33461.0]
2811,181437,[33461.0]
2812,181439,[33461.0]
2813,181494,[8660.0]
2814,181886,"[34850.0, 4841825.0]"
2815,182332,[8185168.0]
2816,182342,[8185168.0]
2817,182538,[12531.0]
2818,182547,[7415.0]
2819,183272,[31688.0]
2820,183274,[31688.0]
2821,183652,[13677.0]
2822,183656,[13677.0]
2823,183657,"[13677.0, 7877.0]"
2824,183658,"[13677.0, 7877.0]"
2825,183659,"[13677.0, 7877.0]"
2826,183660,[13677.0]
2827,183661,"[13677.0, 7877.0]"
2828,184003,[22631.0]
2829,184324,[6268.0]
2830,184962,[7742.0]
2831,184963,[7742.0]
2832,185117,[107891.0]
2833,185176,[1301649.0]
2834,185192,[1301649.0]
2835,185197,[1301649.0]
2836,185200,[1301649.0]
2837,185224,[1301649.0]
2838,185230,[1301649.0]
2839,185251,[1301649.0]
2840,185253,[1301649.0]
2841,185287,[8661.0]
2842,185289,[8661.0]
2843,185290,[8661.0]
2844,185292,[8661.0]
2845,185293,[8661.0]
2846,185294,[8661.0]
2847,185636,[108173.0]
2848,185637,[108173.0]
2849,185639,[108173.0]
2850,185695,[108197.0]
2851,186074,[108424.0]
2852,186103,[13957.0]
2853,186182,"[66700.0, 68412.0, 1996705.0]"
2854,186187,"[66700.0, 3460561.0, 3460562.0]"
2855,186337,[27341.0]
2856,186417,[8185168.0]
2857,186418,[8185168.0]
2858,186419,[8185168.0]
2859,186420,[8185168.0]
2860,186421,[8185168.0]
2861,186423,[8185168.0]
2862,186425,[8185168.0]
2863,186426,[8185168.0]
2864,186427,[8185168.0]
2865,186433,"[8185168.0, 10763.0]"
2866,186437,[8185168.0]
2867,186438,[8185168.0]
2868,186439,[8185168.0]
2869,186440,"[8185168.0, 10763.0]"
2870,186442,[8185168.0]
2871,186443,[8185168.0]
2872,186444,[8185168.0]
2873,186445,[8185168.0]
2874,186446,"[8185168.0, 46137.0]"
2875,186447,"[8185168.0, 13472458.0]"
2876,186448,"[8185168.0, 10763.0]"
2877,186457,[83378.0]
2878,186569,[108693.0]
2879,186668,[43784.0]
2880,186669,[43784.0]
2881,186672,[43784.0]
2882,186689,[58124.0]
2883,186793,"[918948.0, 2387.0]"
2884,186859,[2387.0]
2885,186870,"[8840.0, 17597.0, 43501.0, 2387.0, 46540.0]"
2886,186885,[101078.0]
2887,186973,[108905.0]
2888,187049,[6252.0]
2889,187065,[6252.0]
2890,187124,[9629.0]
2891,187315,[3155347.0]
2892,187809,"[167932.0, 11654.0]"
2893,187811,[11654.0]
2894,187812,[11654.0]
2895,188267,[7941.0]
2896,188275,"[17064.0, 7941.0, 71688.0, 2465550.0]"
2897,188276,[7941.0]
2898,189015,[110153.0]
2899,189022,[110153.0]
2900,189147,[10089.0]
2901,189161,[110249.0]
2902,189166,[110249.0]
2903,189288,[16961.0]
2904,189357,[7742.0]
2905,189358,[7742.0]
2906,189359,[7742.0]
2907,189360,[7742.0]
2908,189361,[7742.0]
2909,189362,[7742.0]
2910,189363,[7742.0]
2911,189378,[110365.0]
2912,189509,"[11890.0, 46137.0]"
2913,189745,"[8127.0, 11782.0]"
2914,189783,[9629.0]
2915,189802,"[8732.0, 11358.0]"
2916,189811,[8732.0]
2917,189835,[8732.0]
2918,189852,"[8732.0, 11358.0]"
2919,190360,[9550.0]
2920,190361,[9550.0]
2921,190378,[9550.0]
2922,190388,"[17618.0, 546590.0]"
2923,190554,[8835.0]
2924,192204,[28375.0]
2925,192205,[28375.0]
2926,192977,[1387927.0]
2927,193770,[12350.0]
2928,194003,[6259.0]
2929,194091,[113153.0]
2930,194204,[29963.0]
2931,194685,[28135.0]
2932,194738,[81338.0]
2933,194739,"[113561.0, 324549.0]"
2934,195381,"[113844.0, 165551.0]"
2935,195672,[3502.0]
2936,195816,[106.0]
2937,195931,[481146.0]
2938,196923,"[10034.0, 16461.0]"
2939,197397,[36501.0]
2940,197457,[27498.0]
2941,197459,[27498.0]
2942,198483,[27500.0]
2943,198487,[27500.0]
2944,198514,[25477.0]
2945,198581,[26878.0]
2946,199212,"[116148.0, 3170993.0, 57333.0]"
2947,199781,"[167932.0, 11654.0]"
2948,199783,"[167932.0, 11654.0]"
2949,199785,[11654.0]
2950,199786,[11654.0]
2951,199929,"[17054.0, 17059.0, 35022.0, 137386.0]"
2952,200335,[4988270.0]
2953,200538,[49103.0]
2954,200544,[49103.0]
2955,200545,"[49103.0, 4245727.0]"
2956,200711,[1654.0]
2957,200734,"[70854.0, 11495.0]"
2958,200780,"[9494.0, 406026.0]"
2959,201054,[5989.0]
2960,201341,[5329.0]
2961,201342,[5329.0]
2962,201345,[5329.0]
2963,201354,"[10181.0, 5329.0, 134098.0, 93215.0]"
2964,201381,[5217055.0]
2965,201546,[18454.0]
2966,201547,[18454.0]
2967,201548,[18454.0]
2968,201819,[117698.0]
2969,201889,[874602.0]
2970,201991,[23069.0]
2971,202029,[105839.0]
2972,202038,[28083.0]
2973,202039,[8660.0]
2974,202061,[8660.0]
2975,202087,[8660.0]
2976,202544,[240708.0]
2977,202588,"[1077326.0, 45583.0]"
2978,202632,[33461.0]
2979,202769,[338705.0]
2980,203288,[26.0]
2981,203659,"[118848.0, 118847.0]"
2982,203867,[2001324.0]
2983,204279,[36343.0]
2984,204792,[2001324.0]
2985,205034,[119830.0]
2986,205999,[656983.0]
2987,206161,"[8164.0, 180439.0]"
2988,206855,[79885.0]
2989,206856,[79885.0]
2990,206857,[79885.0]
2991,206961,[1069006.0]
2992,207114,"[2938140.0, 2938141.0, 41878.0]"
2993,207158,[96909.0]
2994,207365,[38066.0]
2995,207461,"[18684.0, 78407.0, 2938140.0]"
2996,207682,"[167932.0, 11654.0]"
2997,207684,[11654.0]
2998,208159,[110234.0]
2999,208174,[121825.0]
3000,208493,[122001.0]
3001,208738,[38530.0]
3002,208740,[81698.0]
3003,209215,"[12351.0, 2676580.0, 3510823.0]"
3004,209496,[82540.0]
3005,209497,[82540.0]
3006,209594,"[2938140.0, 2938141.0, 79861.0, 586023.0]"
3007,209645,[122735.0]
3008,209688,[8835.0]
3009,209690,[8835.0]
3010,209691,[8835.0]
3011,209693,[8835.0]
3012,209694,[8835.0]
3013,209700,[8835.0]
3014,210196,[8660.0]
3015,210197,[8660.0]
3016,210201,[8660.0]
3017,210250,[123087.0]
3018,210329,[7308.0]
3019,210331,[7308.0]
3020,210482,[589.0]
3021,211728,[124006.0]
3022,211973,[9346.0]
3023,212347,[39467.0]
3024,212671,"[3995.0, 571556.0]"
3025,212672,"[3995.0, 571556.0]"
3026,212679,[3995.0]
3027,212682,"[3995.0, 571556.0]"
3028,212828,[23704.0]
3029,213105,[26897.0]
3030,213647,[125308.0]
3031,213652,[13014.0]
3032,214573,"[1077326.0, 123344.0]"
3033,215342,[656983.0]
3034,215463,"[13867.0, 466437.0]"
3035,215539,[74046.0]
3036,215540,[74046.0]
3037,215541,[74046.0]
3038,215542,[74046.0]
3039,215543,[74046.0]
3040,215606,[72451.0]
3041,215643,[71688.0]
3042,215950,[10885.0]
3043,215954,[10885.0]
3044,216211,[52050.0]
3045,216252,[58997.0]
3046,216253,[58997.0]
3047,216368,[4764.0]
3048,216369,"[4764.0, 2219389.0, 3619.0]"
3049,216445,[12479.0]
3050,216455,[12479.0]
3051,216638,[126955.0]
3052,216698,[126996.0]
3053,216849,[127082.0]
3054,217518,[6878.0]
3055,218467,"[12534.0, 39099.0]"
3056,218572,[22631.0]
3057,218574,[22631.0]
3058,218635,[18253.0]
3059,218637,[18253.0]
3060,218670,[19317.0]
3061,218671,[19317.0]
3062,218676,[19317.0]
3063,218677,[19317.0]
3064,218681,[19317.0]
3065,218683,[19317.0]
3066,218684,[19317.0]
3067,218696,[19317.0]
3068,218716,[23001.0]
3069,218756,[36521.0]
3070,219069,[1077326.0]
3071,219107,[4338.0]
3072,219110,[27379.0]
3073,219159,"[1831.0, 162299.0]"
3074,219181,[51589.0]
3075,219182,"[5255014.0, 2046.0]"
3076,219205,[12980.0]
3077,219222,[12980.0]
3078,219284,[40173.0]
3079,219293,[40173.0]
3080,219376,[7415.0]
3081,219402,[20561.0]
3082,219403,[20561.0]
3083,219405,[20561.0]
3084,219407,[20561.0]
3085,219412,[20561.0]
3086,219416,[20561.0]
3087,219417,[20561.0]
3088,219418,[20561.0]
3089,219499,"[854076.0, 350820.0]"
3090,219584,"[4699102.0, 29574.0]"
3091,219589,[8125999.0]
3092,219677,[18684.0]
3093,219760,[2526.0]
3094,219811,[128570.0]
3095,219812,[128570.0]
3096,219813,[128570.0]
3097,219942,[6268.0]
3098,220753,[90090.0]
3099,220937,[51422.0]
3100,220940,[129262.0]
3101,220944,"[46137.0, 24.0, 8185168.0, 27704.0, 25.0, 11889.0]"
3102,222063,[1221698.0]
3103,222304,"[118848.0, 118847.0]"
3104,222338,[1023510.0]
3105,222366,[4766.0]
3106,222387,"[130129.0, 967474.0]"
3107,222575,[7308.0]
3108,222576,[7308.0]
3109,222577,[7308.0]
3110,222656,"[5339.0, 3936678.0]"
3111,222659,[5339.0]
3112,222660,[5339.0]
3113,222669,[5339.0]
3114,222672,[5339.0]
3115,222818,[21770.0]
3116,222837,[12350.0]
3117,222838,[12350.0]
3118,222908,[8185168.0]
3119,222909,[656983.0]
3120,222910,[656983.0]
3121,222912,[656983.0]
3122,222915,[8185168.0]
3123,223153,"[10992.0, 1221698.0]"
3124,223379,[130698.0]
3125,223822,[8596.0]
3126,224220,[131208.0]
3127,224529,[9766.0]
3128,224530,[9766.0]
3129,224534,[9766.0]
3130,224535,[9766.0]
3131,224536,[9766.0]
3132,224912,[1077326.0]
3133,225038,"[131683.0, 385574.0]"
3134,225092,"[72237.0, 15122.0, 3937518.0]"
3135,225142,[19729.0]
3136,225594,[17060.0]
3137,225605,[63669.0]
3138,225606,[63669.0]
3139,225668,[2357.0]
3140,225669,[2357.0]
3141,225683,[132091.0]
3142,225691,[34872.0]
3143,225699,[34872.0]
3144,225781,[108693.0]
3145,226151,[132369.0]
3146,226486,[4764.0]
3147,227220,"[656983.0, 13290.0]"
3148,227222,"[28709.0, 656983.0, 42156.0, 150123.0, 171408.0]"
3149,227283,[21198.0]
3150,227331,[31869.0]
3151,227409,"[4699102.0, 4798562.0, 1221698.0, 168777.0]"
3152,227416,[9766.0]
3153,227454,[1023510.0]
3154,227529,[29998.0]
3155,227532,[13014.0]
3156,227570,"[209.0, 9345.0]"
3157,227778,[6206.0]
3158,227779,[6206.0]
3159,227865,[10896.0]
3160,227903,"[133364.0, 173658.0]"
3161,227904,[133364.0]
3162,228062,"[8476.0, 362098.0]"
3163,228063,"[8476.0, 362098.0]"
3164,228064,"[8476.0, 362098.0]"
3165,228065,"[8476.0, 362098.0]"
3166,228066,"[8476.0, 362098.0]"
3167,228067,"[8476.0, 362098.0]"
3168,228069,"[8476.0, 362098.0]"
3169,228191,[3389.0]
3170,228202,[3389.0]
3171,228337,[8660.0]
3172,228391,[5989.0]
3173,228564,[6259.0]
3174,228647,"[1023510.0, 22781.0]"
3175,228665,[6252.0]
3176,228916,[133838.0]
3177,228990,[12980.0]
3178,228992,[12980.0]
3179,229033,[133908.0]
3180,229132,[81338.0]
3181,229147,"[8476.0, 1892274.0]"
3182,229148,"[8476.0, 278879.0]"
3183,229149,"[8476.0, 299142.0]"
3184,229154,"[8476.0, 299142.0]"
3185,229156,"[8476.0, 299142.0]"
3186,229157,"[8476.0, 299142.0]"
3187,229280,[6268.0]
3188,229318,"[1654.0, 1221698.0]"
3189,229489,"[17618.0, 546590.0]"
3190,229496,[122001.0]
3191,229724,"[5158478.0, 503641.0]"
3192,230852,"[33919.0, 16939.0]"
3193,230853,[33919.0]
3194,230855,[33919.0]
3195,231012,"[26.0, 34827.0]"
3196,231183,[37060.0]
3197,231784,"[696805.0, 11078.0]"
3198,231915,[75603.0]
3199,231916,[75603.0]
3200,231917,[75603.0]
3201,231989,[82540.0]
3202,231990,[82540.0]
3203,232021,[82540.0]
3204,232022,[82540.0]
3205,232031,[82540.0]
3206,232033,[82540.0]
3207,232035,[82540.0]
3208,232102,[135829.0]
3209,232270,"[46097.0, 3926350.0]"
3210,232300,"[854076.0, 678109.0]"
3211,232647,[4735.0]
3212,232648,[136127.0]
3213,233649,[6252.0]
3214,233664,"[1654.0, 19439.0]"
3215,233669,[1654.0]
3216,233674,"[1654.0, 10336.0, 19441.0]"
3217,233679,[1654.0]
3218,234184,[3441.0]
3219,234225,[58.0]
3220,234329,[39301.0]
3221,234489,[14078.0]
3222,234553,[10746.0]
3223,234842,[137386.0]
3224,234893,[11654.0]
3225,234906,[11654.0]
3226,234907,[11654.0]
3227,234908,"[11654.0, 167932.0]"
3228,234946,[32590.0]
3229,235111,[137386.0]
3230,235417,[48190.0]
3231,235577,[32279.0]
3232,235718,[137902.0]
3233,235749,"[38822.0, 460917.0, 7593767.0, 17013943.0, 298413.0, 17013944.0, 4152004.0, 163021.0]"
3234,236703,[138434.0]
3235,237012,"[133688.0, 43989.0]"
3236,237032,[138702.0]
3237,237117,[10006.0]
3238,237721,[445303.0]
3239,237764,"[13450.0, 341111.0]"
3240,237939,[8842.0]
3241,238458,[119933.0]
3242,238524,[139575.0]
3243,238959,"[26.0, 11906.0]"
3244,238961,[26.0]
3245,238968,[100752.0]
3246,239066,[1023510.0]
3247,239069,[1023510.0]
3248,239102,[1023510.0]
3249,239103,[1023510.0]
3250,239105,[1023510.0]
3251,239107,[1023510.0]
3252,239109,[1023510.0]
3253,239239,[23419.0]
3254,239248,[3995.0]
3255,239252,"[10089.0, 146952.0, 54475.0]"
3256,239402,"[62586.0, 9678.0]"
3257,239413,[50211.0]
3258,239917,[3619.0]
3259,239922,"[3619.0, 8489.0]"
3260,239924,[3619.0]
3261,240420,"[1630.0, 3942743.0]"
3262,240815,[16215.0]
3263,241060,"[1917064.0, 8688.0]"
3264,241798,[4.0]
3265,241973,"[141587.0, 2073019.0]"
3266,241976,[28544.0]
3267,242793,"[6252.0, 9631.0]"
3268,242827,"[7935185.0, 738091.0]"
3269,243272,[38550.0]
3270,243298,[8732.0]
3271,244475,[6259.0]
3272,244491,[55474.0]
3273,244496,[48190.0]
3274,244572,[4260.0]
3275,244887,"[143178.0, 18882.0]"
3276,245462,[3995.0]
3277,245700,"[88916.0, 8185168.0]"
3278,245727,[36122.0]
3279,246262,"[17618.0, 546590.0]"
3280,246305,[144024.0]
3281,247178,[144405.0]
3282,248290,[61659.0]
3283,248309,[145092.0]
3284,248375,[145129.0]
3285,248376,[145129.0]
3286,248377,[145129.0]
3287,248378,[145129.0]
3288,248380,[145129.0]
3289,248382,[145129.0]
3290,248470,[49177.0]
3291,248482,[49177.0]
3292,248484,"[49177.0, 3849945.0]"
3293,248531,[13014.0]
3294,248532,[13014.0]
3295,248533,[13014.0]
3296,248534,[13014.0]
3297,248537,"[13014.0, 6603.0]"
3298,248538,[13014.0]
3299,248539,[13014.0]
3300,248583,[145294.0]
3301,248584,[4099.0]
3302,248596,[1630.0]
3303,248603,"[145305.0, 25355.0]"
3304,248622,"[145307.0, 16304.0]"
3305,248682,[625.0]
3306,248760,[145370.0]
3307,248869,"[145435.0, 42506.0]"
3308,248870,"[145435.0, 42506.0]"
3309,248871,"[145435.0, 241687.0]"
3310,248872,"[145435.0, 42506.0]"
3311,248873,"[145435.0, 241687.0]"
3312,248874,"[145435.0, 241687.0]"
3313,248876,"[145435.0, 42506.0]"
3314,248878,"[145435.0, 42506.0]"
3315,248879,"[145435.0, 42506.0]"
3316,248881,"[145435.0, 42506.0]"
3317,248882,"[145435.0, 42506.0]"
3318,248883,"[145435.0, 42506.0]"
3319,248884,"[145435.0, 42506.0]"
3320,249633,[31247.0]
3321,249747,[10896.0]
3322,249832,[60577.0]
3323,249855,"[46137.0, 46138.0, 10763.0, 19305.0, 8185168.0, 8694.0, 5989.0, 330853.0, 25.0, 12991.0, 54462.0, 53256.0, 7025.0, 22548.0, 325368.0, 8125999.0, 1221698.0, 108828.0, 24.0, 611015.0, 22545.0]"
3324,249867,"[3389.0, 19365.0]"
3325,249992,[3389.0]
3326,250026,[23138.0]
3327,250260,"[874602.0, 242296.0]"
3328,250296,"[33919.0, 19305.0, 163891.0, 34828.0, 1221698.0, 16939.0, 53193.0, 84604.0, 820990.0, 12581.0, 33918.0, 122631.0, 207866.0]"
3329,250317,"[6459715.0, 40237.0]"
3330,250457,[146374.0]
3331,250612,"[13014.0, 238503.0]"
3332,251862,"[17618.0, 546590.0]"
3333,252205,"[4821.0, 1887931.0]"
3334,252589,[19472.0]
3335,252838,[4338.0]
3336,252938,[27498.0]
3337,252969,[4338.0]
3338,252999,[6268.0]
3339,253046,[3441.0]
3340,253058,"[3441.0, 238243.0]"
3341,253153,"[147857.0, 3165318.0]"
3342,253155,[147857.0]
3343,253540,[102143.0]
3344,254450,"[2938140.0, 2938141.0]"
3345,254752,[78303.0]
3346,255371,"[2995925.0, 39412.0]"
3347,255879,[17739.0]
3348,256598,"[146374.0, 660076.0]"
3349,256683,[150038.0]
3350,256890,[29535.0]
3351,257173,"[150344.0, 3948281.0, 185018.0]"
3352,257321,[8661.0]
3353,257333,"[8661.0, 8659.0, 8660.0]"
3354,257971,[346732.0]
3355,258099,[50408.0]
3356,258108,"[11145.0, 190760.0, 722157.0, 2739592.0, 3948603.0]"
3357,258178,[8588.0]
3358,258313,[25.0]
3359,258323,"[8164.0, 607082.0]"
3360,258335,[1067608.0]
3361,258336,[1067608.0]
3362,258340,[11586.0]
3363,258345,[11586.0]
3364,258392,[22018.0]
3365,258415,[22018.0]
3366,258433,[22018.0]
3367,258468,[50873.0]
3368,258474,[8185168.0]
3369,258475,[8185168.0]
3370,258569,[151109.0]
3371,258657,[151155.0]
3372,258658,[151155.0]
3373,258664,[151155.0]
3374,258666,[151155.0]
3375,258872,[11586.0]
3376,259035,[8842.0]
3377,259052,[7014283.0]
3378,259055,"[656983.0, 9533.0]"
3379,259127,[44103.0]
3380,259583,[151717.0]
3381,259585,[151717.0]
3382,259586,[151717.0]
3383,259598,"[72237.0, 2834339.0]"
3384,259836,"[869.0, 868.0]"
